english_word,word_class,level,verb_transitivity,translation,transliteration
"worth (deserving of, beneficial)",adjective,b1,,लायक़ / क़ाबिल / फ़ायदेमंद / मूल्यवान,lāyaq / qābil / fāyadēmaṁd / mūlyavān
"written (formal, official)",adjective,b1,,तहरीरी / लिखित,taharīrī / likhit
"wrong (incorrect, not right)",adverb,b1,,ग़लत / अशुद्ध,ġalat / aśuddh
wrong (incorrectly),adverb,b1,,ग़लत तरीक़े से / ग़लती से / अशुद्ध रूप से,ġalat tarīqē sē / ġalatī sē / aśuddh rūp sē
wrong (morally bad),adverb,b1,,ग़लत तरीक़े से / अनुचित रूप से,ġalat tarīqē sē / anucit rūp sē
"wrong (morally bad, unjust)",adverb,b1,,ना-इंसाफ़ी से / अन्यायपूर्ण तरीक़े से,nā-iṁsāfī sē / anyāyapūrṇa tarīqē sē
"wrong (morally bad, unjustly)",adverb,b1,,ना-इंसाफ़ी से / अन्यायपूर्ण तरीक़े से,nā-iṁsāfī sē / anyāyapūrṇa tarīqē sē
yard (area near a house),noun,b1,,आँगन (m) / अहाता (m) / सहन (m),ām̐gan (m) / ahātā (m) / sahan (m)
yard (unit of measurement),noun,b1,,गज़ (m) / यार्ड (m),gaz (m) / yārḍa (m)
young (offspring),noun,b1,,बच्चा (m) / शावक (m),baccā (m) / śāvak (m)
young (people collectively),noun,b1,,नौजवान (m) / युवा (m) / युवा वर्ग (m),naujavān (m) / yuvā (m) / yuvā varg (m)
youth (period of life),noun,b1,,जवानी (f) / युवावस्था (f) / यौवन (m),javānī (f) / yuvāvasthā (f) / yauvan (m)
youth (young people collectively),noun,b1,,नौजवान (m) / युवा (m) / नवयुवक (m),naujavān (m) / yuvā (m) / navayuvak (m)
"absolute (complete, total)",adjective,b2,,पूरा / कुल / संपूर्ण / पूर्ण,pūrā / kul / saṁpūrṇa / pūrṇa
"absolute (definite, certain)",adjective,b2,,निश्चित / पक्का / यक़ीनी / अटल,niścit / pakkā / yaqīnī / aṭal
"absolute (not relative, unconditional)",adjective,b2,,निरपेक्ष / बिना शर्त / पूर्ण,nirapēkṣa / binā śart / pūrṇa
abstract (artistic style),adjective,b2,,अमूर्त / निराकार,amūrt / nirākār
abstract (theoretical),adjective,b2,,अमूर्त / सैद्धांतिक / वैचारिक,amūrt / saiddhāṁtik / vaicārik
"academic (studies, subjects)",noun,b2,,शिक्षा (f) / विद्या (f) / शैक्षिक क्षेत्र (m),śikṣā (f) / vidyā (f) / śaikṣik kṣētr (m)
accent (design feature),noun,b2,,उभार (m) / विशेषता (f) / आकर्षण (m),ubhār (m) / viśēṣatā (f) / ākarṣaṇa (m)
accent (pronunciation),noun,b2,,लहजा (m) / उच्चारण (m) / बोलने का तरीक़ा (m),lahajā (m) / uccāraṇa (m) / bōlanē kā tarīqā (m)
"acceptable (socially, formally)",adjective,b2,,स्वीकार्य / मान्य / ग्राह्य,svīkāry / māny / grāhy
accidentally,adverb,b2,,गलती से / इत्तिफ़ाक़ से / अनायास,galatī sē / ittifāq sē / anāyās
accountant,noun,b2,,मुनीम (m) / लेखाकार (m) / अकाउंटेंट (m),munīm (m) / lēkhākār (m) / akāuṁṭēṁṭa (m)
accuracy,noun,b2,,शुद्धता (f) / सटीकता (f) / यथार्थता (f),śuddhatā (f) / saṭīkatā (f) / yathārthatā (f)
accurate,adjective,b2,,सही / सटीक / शुद्ध / यथार्थ,sahī / saṭīk / śuddh / yathārth
accurately (with high precision),adverb,b2,,ठीक से / सटीकता से / शुद्धता से,ṭhīk sē / saṭīkatā sē / śuddhatā sē
acid,noun,b2,,तेज़ाब (m) / अम्ल (m),tēzāb (m) / aml (m)
"actual (specific, precise)",adjective,b2,,असल / वास्तविक / यथार्थ,asal / vāstavik / yathārth
addiction,noun,b2,,लत (f) / आदत (f) / व्यसन (m),lat (f) / ādat (f) / vyasan (m)
additional,adjective,b2,,अतिरिक्त / और / ज़्यादा,atirikt / aur / zyādā
"additionally (also, in addition to this)",adverb,b2,,और भी / इसके अलावा / अतिरिक्त रूप से,aur bhī / isakē alāvā / atirikt rūp sē
"additionally (furthermore, moreover)",adverb,b2,,इसके अतिरिक्त / इसके अलावा / और तो और,isakē atirikt / isakē alāvā / aur tō aur
"adequate (Just satisfactory, Mediocre)",adjective,b2,,ठीक-ठाक / औसत / संतोषजनक,ṭhīk-ṭhāk / ausat / saṁtōṣajanak
"adequate (sufficient, suitable)",adjective,b2,,काफ़ी / पर्याप्त / समुचित,kāfī / paryāpt / samucit
adequately (sufficiently),adverb,b2,,काफ़ी हद तक / पर्याप्त रूप से,kāfī had tak / paryāpt rūp sē
"adequately (suitably, competently)",adverb,b2,,ठीक से / मुनासिब तरीक़े से / योग्यता से,ṭhīk sē / munāsib tarīqē sē / yōgyatā sē
"administration (dispensing, application)",noun,b2,,वितरण (m) / प्रयोग (m) / देना (m),vitaraṇa (m) / prayōg (m) / dēnā (m)
"advance (approach, overture)",noun,b2,,पहल (f) / क़दम (m) / प्रस्ताव (m),pahal (f) / qadam (m) / prastāv (m)
"advance (pre-payment, loan)",noun,b2,,पेशगी (f) / अग्रिम (m) / उधार (m),pēśagī (f) / agrim (m) / udhār (m)
"advance (prepayment, loan)",noun,b2,,पेशगी (f) / अग्रिम (m) / उधार (m),pēśagī (f) / agrim (m) / udhār (m)
"advance (progress, development)",noun,b2,,तरक़्क़ी (f) / प्रगति (f) / विकास (m),taraqqī (f) / pragati (f) / vikās (m)
affair (matter or event),noun,b2,,मामला (m) / बात (f) / घटना (f) / प्रकरण (m),māmalā (m) / bāt (f) / ghaṭanā (f) / prakaraṇa (m)
affair (romantic relationship),noun,b2,,चक्कर (m) / प्रेम-संबंध (m) / इश्क़िया ताल्लुक़ (m),cakkar (m) / prēm-saṁbaṁdh (m) / iśqiyā tālluq (m)
affordable,adjective,b2,,किफ़ायती / सस्ता / वहनीय,kifāyatī / sastā / vahanīy
afterwards (subsequently),adverb,b2,,बाद में / उसके बाद / तत्पश्चात,bād mēṁ / usakē bād / tatpaścāt
agency (organization),noun,b2,,एजेंसी (f) / संस्था (f) / अभिकरण (m),ējēṁsī (f) / saṁsthā (f) / abhikaraṇa (m)
agency (power to act),noun,b2,,शक्ति (f) / अधिकार (m),śakti (f) / adhikār (m)
"agenda (hidden motive, plan)",noun,b2,,एजेंडा (m) / गुप्त मक़सद (m) / छिपी हुई योजना (f),ējēṁḍā (m) / gupt maqasad (m) / chipī huī yōjanā (f)
"aggressive (Assertive, Forceful)",adjective,b2,,दृढ़ / ज़ोरदार / प्रभावी,dr̥ṛh / zōradār / prabhāvī
aggressive (Hostile),adjective,b2,,आक्रामक / हमलावर / उग्र,ākrāmak / hamalāvar / ugr
agriculture,noun,b2,,खेती (f) / कृषि (f),khētī (f) / kr̥ṣi (f)
aid (device or tool),noun,b2,,मदद (f) / सहायता (f) / उपकरण (m),madad (f) / sahāyatā (f) / upakaraṇa (m)
aids (disease),noun,b2,,एड्स (m),ēḍs (m)
alert (system notification),noun,b2,,सूचना (f) / चेतावनी (f) / अलर्ट (m),sūcanā (f) / cētāvanī (f) / alarṭa (m)
alien (extraterrestrial being),noun,b2,,एलियन (m) / परग्रही (m) / अंतरिक्ष-वासी (m),ēliyan (m) / paragrahī (m) / aṁtarikṣa-vāsī (m)
alien (foreign national),noun,b2,,विदेशी (m) / परदेसी (m) / अन्यदेशीय (m),vidēśī (m) / paradēsī (m) / anyadēśīy (m)
"alive (lively, vibrant)",adjective,b2,,ज़िंदा / जीवंत / सजीव,ziṁdā / jīvaṁt / sajīv
alongside (in addition to),preposition,b2,,के साथ / के अतिरिक्त / के अलावा,kē sāth / kē atirikt / kē alāvā
alongside (in collaboration with),preposition,b2,,के साथ / के सहयोग से / के मिलकर,kē sāth / kē sahayōg sē / kē milakar
altogether (completely),adverb,b2,,पूरी तरह से / बिलकुल / सर्वथा,pūrī tarah sē / bilakul / sarvathā
altogether (overall),adverb,b2,,कुल मिलाकर / सब मिलाकर / समग्रतः,kul milākar / sab milākar / samagrataḥ
ambulance,noun,b2,,एम्बुलेंस (f) / रोगी-वाहन (m),ēmbulēṁs (f) / rōgī-vāhan (m)
amusing (oddly interesting),adjective,b2,,मज़ेदार / मनोरंजक / दिलचस्प,mazēdār / manōraṁjak / dilacasp
analyst,noun,b2,,विश्लेषक (m) / समीक्षक (m),viślēṣak (m) / samīkṣak (m)
ancestor,noun,b2,,पूर्वज (m) / पुरखा (m),pūrvaj (m) / purakhā (m)
"anger (fit of pique, annoyance)",noun,b2,,नाराज़गी (f) / झुंझलाहट (f) / खीझ (f),nārāzagī (f) / jhuṁjhalāhaṭa (f) / khījh (f)
"anger (fury, rage)",noun,b2,,गुस्सा (m) / क्रोध (m) / रोष (m),gussā (m) / krōdh (m) / rōṣa (m)
angle (perspective),noun,b2,,नज़रिया (m) / दृष्टिकोण (m) / पहलू (m),nazariyā (m) / dr̥ṣṭikōṇa (m) / pahalū (m)
"animation (film, cartoon technique)",noun,b2,,एनिमेशन (m) / चलचित्रण (m),ēnimēśan (m) / calacitraṇa (m)
"animation (liveliness, energy)",noun,b2,,जानदारपन (m) / सजीवता (f) / उत्साह (m),jānadārapan (m) / sajīvatā (f) / utsāh (m)
"anniversary (death, memorial)",noun,b2,,बरसी (f) / पुण्यतिथि (f) / स्मृति दिवस (m),barasī (f) / puṇyatithi (f) / smr̥ti divas (m)
annual,adjective,b2,,सालाना / वार्षिक,sālānā / vārṣik
"annually (formally, yearly)",adverb,b2,,सालाना / प्रतिवर्ष / वार्षिक रूप से,sālānā / prativarṣa / vārṣik rūp sē
"anxiety (worry, restlessness)",noun,b2,,चिंता (f) / बेचैनी (f) / व्याकुलता (f),ciṁtā (f) / bēcainī (f) / vyākulatā (f)
anxious (eagerly wanting),adjective,b2,,उत्सुक / बेताब / आतुर,utsuk / bētāb / ātur
anxious (impatiently wanting),adjective,b2,,बेचैन / अधीर / आतुर,bēcain / adhīr / ātur
anxious (worried or nervous),adjective,b2,,चिंतित / परेशान / बेचैन / घबराया हुआ,ciṁtit / parēśān / bēcain / ghabarāyā huā
apology,noun,b2,,माफ़ी (f) / क्षमा (f) / खेद (m),māfī (f) / kṣamā (f) / khēd (m)
apparent (clear),adjective,b2,,साफ़ / स्पष्ट / प्रत्यक्ष,sāf / spaṣṭa / pratyakṣa
apparent (seeming),adjective,b2,,प्रतीत होने वाला / दिखने वाला / आभासी,pratīt hōnē vālā / dikhanē vālā / ābhāsī
"apparently (evidently, clearly visible)",adverb,b2,,साफ़ तौर पर / स्पष्ट रूप से / प्रत्यक्षतः,sāf taur par / spaṣṭa rūp sē / pratyakṣataḥ
"apparently (from what I hear, understand)",adverb,b2,,सुना है कि / मालूम होता है कि / ज़ाहिर है कि,sunā hai ki / mālūm hōtā hai ki / zāhir hai ki
"appeal (attraction, charm)",noun,b2,,आकर्षण (m) / लुभावन (m) / मोह (m),ākarṣaṇa (m) / lubhāvan (m) / mōh (m)
appeal (formal request),noun,b2,,अपील (f) / निवेदन (m) / प्रार्थना (f),apīl (f) / nivēdan (m) / prārthanā (f)
applicant,noun,b2,,आवेदक (m) / प्रार्थी (m) / उम्मीदवार (m),āvēdak (m) / prārthī (m) / ummīdavār (m)
appointment (assignment to a position),noun,b2,,नियुक्ति (f) / पदस्थापन (m) / तैनाती (f),niyukti (f) / padasthāpan (m) / tainātī (f)
appreciation (gratitude),noun,b2,,आभार (m) / कृतज्ञता (f) / सराहना (f),ābhār (m) / kr̥tajñatā (f) / sarāhanā (f)
"approach (method, strategy)",noun,b2,,तरीक़ा (m) / विधि (f) / पद्धति (f),tarīqā (m) / vidhi (f) / paddhati (f)
"approach (physical proximity, arrival)",noun,b2,,पहुँच (f) / आगमन (m) / निकटता (f),pahum̐c (f) / āgaman (m) / nikaṭatā (f)
"approach (proposal, overture)",noun,b2,,प्रस्ताव (m) / पेशकश (f) / पहल (f),prastāv (m) / pēśakaśa (f) / pahal (f)
appropriate,adjective,b2,,मुनासिब / उचित / सही / उपयुक्त,munāsib / ucit / sahī / upayukt
appropriately (in accordance with requirements),adverb,b2,,आवश्यकतानुसार / नियमानुसार / उचित रूप से,āvaśyakatānusār / niyamānusār / ucit rūp sē
appropriately (suitably or worthily),adverb,b2,,उपयुक्त रूप से / सही ढंग से / योग्यतानुसार,upayukt rūp sē / sahī ḍhaṁg sē / yōgyatānusār
"approval (consent, permission)",noun,b2,,इजाज़त (f) / अनुमति (f) / सहमति (f),ijāzat (f) / anumati (f) / sahamati (f)
approval (official sanction),noun,b2,,मंज़ूरी (f) / स्वीकृति (f) / अनुमोदन (m),maṁzūrī (f) / svīkr̥ti (f) / anumōdan (m)
armed (with information or facts),adjective,b2,,जानकारी से लैस / तथ्यों से लैस / सुसज्जित,jānakārī sē lais / tathyōṁ sē lais / susajjit
armored vehicle,noun,b2,,बख्तरबंद गाड़ी (f) / बख्तरबंद वाहन (m),bakhtarabaṁd gāṛī (f) / bakhtarabaṁd vāhan (m)
arms (body parts),noun,b2,,बाज़ू (m) / भुजा (f),bāzū (m) / bhujā (f)
arms (weapons),noun,b2,,हथियार (m) / शस्त्र (m) / आयुध (m),hathiyār (m) / śastr (m) / āyudh (m)
arrow (directional symbol),noun,b2,,तीर (m) / बाण (m) / दिशा-चिह्न (m),tīr (m) / bāṇa (m) / diśā-cihn (m)
artificial (insincere),adjective,b2,,बनावटी / दिखावटी / कृत्रिम,banāvaṭī / dikhāvaṭī / kr̥trim
artificial (synthetic),adjective,b2,,बनावटी / कृत्रिम / सिंथेटिक,banāvaṭī / kr̥trim / siṁthēṭik
artistic,adjective,b2,,कलात्मक / कला संबंधी / कलापूर्ण,kalātmak / kalā saṁbaṁdhī / kalāpūrṇa
artwork (graphic design),noun,b2,,कलाकृति (f) / कला कार्य (m) / ग्राफ़िक डिज़ाइन (m),kalākr̥ti (f) / kalā kāry (m) / grāfik ḍizāin (m)
ashamed,adjective,b2,,शर्मिंदा / लज्जित / शरमाया हुआ,śarmiṁdā / lajjit / śaramāyā huā
"aside (reserved, saved)",adverb,b2,,अलग / बचाकर / एक तरफ़,alag / bacākar / ēk taraf
aside (to the side),adverb,b2,,एक तरफ़ / किनारे / अलग,ēk taraf / kinārē / alag
aspect (appearance),noun,b2,,पहलू (m) / रूप (m) / स्वरूप (m),pahalū (m) / rūp (m) / svarūp (m)
"aspect (side, facet of an issue)",noun,b2,,पहलू (m) / पक्ष (m) / कोण (m),pahalū (m) / pakṣa (m) / kōṇa (m)
assessment (evaluation),noun,b2,,मूल्यांकन (m) / आकलन (m) / जाँच (f),mūlyāṁkan (m) / ākalan (m) / jām̐c (f)
"assessment (tax, fee)",noun,b2,,आकलन (m) / निर्धारण (m) / मूल्यांकन (m),ākalan (m) / nirdhāraṇa (m) / mūlyāṁkan (m)
"asset (advantage, positive attribute)",noun,b2,,ख़ूबी (f) / गुण (m) / विशेषता (f),k͟hūbī (f) / guṇa (m) / viśēṣatā (f)
asset (financial property),noun,b2,,संपत्ति (f) / जायदाद (f) / परिसंपत्ति (f),saṁpatti (f) / jāyadād (f) / parisaṁpatti (f)
asset (resource),noun,b2,,संसाधन (m) / स्रोत (m) / संपत्ति (f),saṁsādhan (m) / srōt (m) / saṁpatti (f)
"assistance (official aid, support)",noun,b2,,मदद (f) / सहायता (f) / सहयोग (m) / इमदाद (f),madad (f) / sahāyatā (f) / sahayōg (m) / imadād (f)
associated (organizational partner),adjective,b2,,संबंधित / सहयोगी / संबद्ध,saṁbaṁdhit / sahayōgī / saṁbaddh
association (mental link),noun,b2,,संबंध (m) / जुड़ाव (m) / साहचर्य (m),saṁbaṁdh (m) / juṛāv (m) / sāhacary (m)
association (organization),noun,b2,,संस्था (f) / संगठन (m) / संघ (m),saṁsthā (f) / saṁgaṭhan (m) / saṁgh (m)
assumption (a theory or guess),noun,b2,,अनुमान (m) / कल्पना (f) / परिकल्पना (f),anumān (m) / kalpanā (f) / parikalpanā (f)
assumption (taking up a duty or role),noun,b2,,पदभार ग्रहण (m) / कार्यभार ग्रहण (m) / दायित्व ग्रहण (m),padabhār grahaṇa (m) / kāryabhār grahaṇa (m) / dāyitv grahaṇa (m)
astonishing,adjective,b2,,हैरान करने वाला / चकित करने वाला / विस्मयकारी / आश्चर्यजनक,hairān karanē vālā / cakit karanē vālā / vismayakārī / āścaryajanak
"attachment (accessory, part)",noun,b2,,पुर्ज़ा (m) / सहायक उपकरण (m) / अनुलग्नक (m),purzā (m) / sahāyak upakaraṇa (m) / anulagnak (m)
"attachment (email, file)",noun,b2,,अटैचमेंट (m) / संलग्नक (m) / नत्थी (f),aṭaicamēṁṭa (m) / saṁlagnak (m) / natthī (f)
attachment (emotional bond),noun,b2,,लगाव (m) / मोह (m) / आसक्ति (f) / अनुराग (m),lagāv (m) / mōh (m) / āsakti (f) / anurāg (m)
attempt,noun,b2,,कोशिश (f) / प्रयास (m) / प्रयत्न (m),kōśiśa (f) / prayās (m) / prayatn (m)
auction (event),noun,b2,,नीलामी (f),nīlāmī (f)
"audio (sound, medium)",adjective,b2,,ऑडियो / श्रव्य,ôḍiyō / śravy
automatic (self-operating mechanism),adjective,b2,,ऑटोमैटिक / स्वचालित,ôṭōmaiṭik / svacālit
automatic (unconscious or involuntary),adjective,b2,,स्वचालित / अनैच्छिक / सहज,svacālit / anaicchik / sahaj
"automatically (by itself, naturally)",adverb,b2,,अपने आप / स्वतः / स्वचालित रूप से,apanē āp / svataḥ / svacālit rūp sē
"automatically (mechanically, systematically)",adverb,b2,,अपने-आप / ख़ुद-ब-ख़ुद / स्वचालित रूप से,apanē-āp / k͟hud-b-k͟hud / svacālit rūp sē
awareness,noun,b2,,जागरूकता (f) / चेतना (f) / बोध (m),jāgarūkatā (f) / cētanā (f) / bōdh (m)
awkward (clumsy or difficult to handle),adjective,b2,,बेढंगा / अटपटा / असुविधाजनक,bēḍhaṁgā / aṭapaṭā / asuvidhājanak
awkward (socially uncomfortable),adjective,b2,,अटपटा / अजीब / असहज,aṭapaṭā / ajīb / asahaj
bacteria,noun,b2,,बैक्टीरिया (m) / जीवाणु (m),baikṭīriyā (m) / jīvāṇu (m)
"badge (official insignia, emblem)",noun,b2,,बैज (m) / बिल्ला (m) / प्रतीक-चिह्न (m),baij (m) / billā (m) / pratīk-cihn (m)
"balanced (fair, impartial)",adjective,b2,,संतुलित / निष्पक्ष / न्यायसंगत,saṁtulit / niṣpakṣa / nyāyasaṁgat
ballet,noun,b2,,बैले (m) / नृत्य-नाटिका (f),bailē (m) / nr̥ty-nāṭikā (f)
balloon (aircraft),noun,b2,,गुब्बारा (m) / वायुयान (m),gubbārā (m) / vāyuyān (m)
"balloon (toy, party item)",noun,b2,,गुब्बारा (m),gubbārā (m)
barely (scarcely),adverb,b2,,मुश्किल से / बमुश्किल / शायद ही,muśkil sē / bamuśkil / śāyad hī
barely (with difficulty),adverb,b2,,मुश्किल से / बड़ी मुश्किल से / कठिनाई से,muśkil sē / baṛī muśkil sē / kaṭhināī sē
"bargain (good deal, purchase)",noun,b2,,सौदा (m) / मोलभाव (m) / सस्ता सौदा (m),saudā (m) / mōlabhāv (m) / sastā saudā (m)
barrier (obstacle or hindrance),noun,b2,,बाधा (f) / रुकावट (f) / अड़चन (f) / अवरोध (m),bādhā (f) / rukāvaṭa (f) / aṛacan (f) / avarōdh (m)
barrier (physical structure),noun,b2,,बैरियर (m) / रोक (f) / अवरोधक (m) / दीवार (f),bairiyar (m) / rōk (f) / avarōdhak (m) / dīvār (f)
basement,noun,b2,,बेसमेंट (m) / तलघर (m) / तहख़ाना (m),bēsamēṁṭa (m) / talaghar (m) / tahak͟hānā (m)
"basically (in essence, fundamentally)",adverb,b2,,असल में / मूल रूप से / बुनियादी तौर पर,asal mēṁ / mūl rūp sē / buniyādī taur par
"basically (to summarize, put simply)",adverb,b2,,संक्षेप में / सीधे शब्दों में / मूलतः,saṁkṣēp mēṁ / sīdhē śabdōṁ mēṁ / mūlataḥ
basket,noun,b2,,टोकरी (f) / डलिया (f),ṭōkarī (f) / ḍaliyā (f)
bat (animal),noun,b2,,चमगादड़ (m),camagādaṛa (m)
bat (sports equipment),noun,b2,,बैट (m) / बल्ला (m),baiṭa (m) / ballā (m)
beat (musical rhythm),noun,b2,,ताल (f) / लय (f) / धुन (f),tāl (f) / lay (f) / dhun (f)
beat (pulse),noun,b2,,धड़कन (f) / नब्ज़ (f),dhaṛakan (f) / nabz (f)
"beat (rhythm, pulse)",noun,b2,,धड़कन (f) / ताल (f) / लय (f),dhaṛakan (f) / tāl (f) / lay (f)
"beat (route, area)",noun,b2,,गश्त (f) / इलाक़ा (m) / क्षेत्र (m),gaśt (f) / ilāqā (m) / kṣētr (m)
bedspread,noun,b2,,बेडशीट (f) / चादर (f) / पलंगपोश (m),bēḍaśīṭa (f) / cādar (f) / palaṁgapōśa (m)
"being (creature, entity)",noun,b2,,प्राणी (m) / जीव (m) / हस्ती (f),prāṇī (m) / jīv (m) / hastī (f)
"being (existence, state)",noun,b2,,अस्तित्व (m) / वजूद (m) / होना (m),astitv (m) / vajūd (m) / hōnā (m)
"beneficial (for health, welfare)",adjective,b2,,फ़ायदेमंद / लाभदायक / हितकारी,fāyadēmaṁd / lābhadāyak / hitakārī
"bent (corrupt, dishonest)",adjective,b2,,बेईमान / भ्रष्ट / टेढ़ा,bēīmān / bhraṣṭa / ṭēṛhā
"bent (determined, intent)",adjective,b2,,दृढ़ / संकल्पित / कटिबद्ध,dr̥ṛh / saṁkalpit / kaṭibaddh
beside,preposition,b2,,के पास / के बगल में / के निकट,kē pās / kē bagal mēṁ / kē nikaṭa
"besides (except for, other than)",adverb,b2,,के सिवा / के अलावा / को छोड़कर,kē sivā / kē alāvā / kō chōṛakar
besides (furthermore),adverb,b2,,इसके अतिरिक्त / इसके अलावा / और तो और,isakē atirikt / isakē alāvā / aur tō aur
besides (in addition to),preposition,b2,,के अतिरिक्त / के अलावा / के साथ-साथ,kē atirikt / kē alāvā / kē sāth-sāth
"besides (moreover, in addition)",adverb,b2,,इसके अलावा / और तो और / इसके अतिरिक्त,isakē alāvā / aur tō aur / isakē atirikt
bet,noun,b2,,शर्त (f) / बाज़ी (f),śart (f) / bāzī (f)
beyond (after a specific time),preposition,b2,,के बाद / के उपरांत,kē bād / kē uparāṁt
beyond (exceeding a limit or ability),preposition,b2,,से परे / से बाहर / की सीमा से बाहर,sē parē / sē bāhar / kī sīmā sē bāhar
beyond (exceeding limits),adverb,b2,,से परे / हद से ज़्यादा / अत्यधिक,sē parē / had sē zyādā / atyadhik
beyond (spatial location),adverb,b2,,के पार / से आगे / परे,kē pār / sē āgē / parē
bias (diagonal direction),noun,b2,,तिरछापन (m) / टेढ़ापन (m),tirachāpan (m) / ṭēṛhāpan (m)
bid (attempt),noun,b2,,कोशिश (f) / प्रयास (m) / चेष्टा (f),kōśiśa (f) / prayās (m) / cēṣṭā (f)
bid (offer price),noun,b2,,बोली (f) / प्रस्ताव (m) / पेशकश (f),bōlī (f) / prastāv (m) / pēśakaśa (f)
biological (parent),adjective,b2,,जैविक / असली / वास्तविक,jaivik / asalī / vāstavik
biological (parentage),adjective,b2,,जैविक / पैतृक / मातृक,jaivik / paitr̥k / mātr̥k
biological (related to biology),adjective,b2,,जैविक / जीववैज्ञानिक,jaivik / jīvavaijñānik
bitter (emotion),adjective,b2,,कड़वा / कटु / तीखा,kaṛavā / kaṭu / tīkhā
"blame (accusation, charge)",noun,b2,,इल्ज़ाम (m) / दोष (m) / आरोप (m),ilzām (m) / dōṣa (m) / ārōp (m)
"blanket (thick layer, covering)",noun,b2,,चादर (f) / परत (f) / आवरण (m),cādar (f) / parat (f) / āvaraṇa (m)
"blind (unquestioning, unaware)",adjective,b2,,बेख़बर / अंधा / अनभिज्ञ,bēk͟habar / aṁdhā / anabhijña
blow (setback or shock),noun,b2,,झटका (m) / सदमा (m) / आघात (m),jhaṭakā (m) / sadamā (m) / āghāt (m)
blow (strike),noun,b2,,वार (m) / चोट (f) / प्रहार (m),vār (m) / cōṭa (f) / prahār (m)
bold (courageous),adjective,b2,,निडर / बहादुर / साहसी,niḍar / bahādur / sāhasī
bold (striking appearance),adjective,b2,,आकर्षक / प्रभावशाली / चटकीला,ākarṣak / prabhāvaśālī / caṭakīlā
bold (typeface),adjective,b2,,मोटा / गहरा / बोल्ड,mōṭā / gaharā / bōlḍa
bombing,noun,b2,,बमबारी (f) / बम हमला (m),bamabārī (f) / bam hamalā (m)
bond (financial instrument),noun,b2,,बॉन्ड (m) / ऋणपत्र (m),bônḍa (m) / r̥ṇapatr (m)
bond (relationship),noun,b2,,रिश्ता (m) / बंधन (m) / संबंध (m),riśtā (m) / baṁdhan (m) / saṁbaṁdh (m)
"booking (reprimand, caution)",noun,b2,,चेतावनी (f) / डाँट (f) / फटकार (f),cētāvanī (f) / ḍām̐ṭa (f) / phaṭakār (f)
boost (act of lifting or helping),noun,b2,,सहारा (m) / मदद (f) / प्रोत्साहन (m),sahārā (m) / madad (f) / prōtsāhan (m)
"boost (increase in sales, figures)",noun,b2,,बढ़ोतरी (f) / इज़ाफ़ा (m) / वृद्धि (f),baṛhōtarī (f) / izāfā (m) / vr̥ddhi (f)
boost (increase or improvement),noun,b2,,सुधार (m) / बढ़ोतरी (f) / उन्नति (f) / तरक़्क़ी (f),sudhār (m) / baṛhōtarī (f) / unnati (f) / taraqqī (f)
boost (morale),noun,b2,,हौसला-अफ़ज़ाई (f) / प्रोत्साहन (m) / हिम्मत-अफ़ज़ाई (f),hausalā-afazāī (f) / prōtsāhan (m) / himmat-afazāī (f)
boost (physical lift),noun,b2,,सहारा (m) / धक्का (m),sahārā (m) / dhakkā (m)
bound (headed toward),adjective,b2,,की ओर जाने वाला / की तरफ़ जाने वाला / अग्रसर,kī ōr jānē vālā / kī taraf jānē vālā / agrasar
bound (obligated),adjective,b2,,बाध्य / पाबंद / विवश / कर्तव्यबद्ध,bādhy / pābaṁd / vivaśa / kartavyabaddh
"breast (anatomical, colloquial)",noun,b2,,छाती (f) / सीना (m),chātī (f) / sīnā (m)
"breast (anatomical, standard)",noun,b2,,स्तन (m) / वक्ष (m) / छाती (f),stan (m) / vakṣa (m) / chātī (f)
breast (meat cut),noun,b2,,सीना (m) / छाती का गोश्त (m),sīnā (m) / chātī kā gōśt (m)
brick (inoperable electronic device),noun,b2,,ब्रिक (m) / बेकार डिवाइस (m),brik (m) / bēkār ḍivāis (m)
"bride (formal, literary)",noun,b2,,दुल्हन (f) / वधू (f) / नववधू (f),dulhan (f) / vadhū (f) / navavadhū (f)
brief (concise),adjective,b2,,मुख़्तसर / संक्षिप्त,muk͟htasar / saṁkṣipt
brief (short duration),adjective,b2,,थोड़े समय का / अल्पकालिक,thōṛē samay kā / alpakālik
briefly (for a short time),adverb,b2,,थोड़ी देर के लिए / अल्पकाल के लिए,thōṛī dēr kē liē / alpakāl kē liē
briefly (in short; concisely),adverb,b2,,संक्षेप में / मुख़्तसरन,saṁkṣēp mēṁ / muk͟htasaran
"broad (general, scope)",adjective,b2,,व्यापक / विस्तृत,vyāpak / vistr̥t
"broad (wide, physical)",adjective,b2,,चौड़ा / विस्तृत,cauṛā / vistr̥t
"broadcaster (company, entity)",noun,b2,,ब्रॉडकास्टर (m) / प्रसारक (m),brôḍakāsṭar (m) / prasārak (m)
broadcaster (person),noun,b2,,ब्रॉडकास्टर (m) / उद्घोषक (m) / प्रसारक (m),brôḍakāsṭar (m) / udghōṣak (m) / prasārak (m)
broadly (generally speaking),adverb,b2,,आम तौर पर / मोटे तौर पर / व्यापक रूप से,ām taur par / mōṭē taur par / vyāpak rūp sē
broadly (widely),adverb,b2,,बड़े पैमाने पर / व्यापक रूप से / विस्तृत रूप से,baṛē paimānē par / vyāpak rūp sē / vistr̥t rūp sē
