english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
mass (religious service),noun,మాస్ / ప్రార్థన / పూజ,mās / prārthana / pūja,,a2
massive (in scope or severity),adjective,భారీ / విస్తృతమైన / తీవ్రమైన,bhārī / vistr̥tamaina / tīvramaina,,a2
master (academic degree),noun,మాస్టర్ డిగ్రీ / స్నాతకోత్తర పట్టా,māsṭar ḍigrī / snātakōttara paṭṭā,,a2
master (owner or ruler),noun,యజమాని / ప్రభువు / అధిపతి,yajamāni / prabhuvu / adhipati,,a2
master (skilled expert),noun,నిపుణుడు / గురువు / ఉస్తాద్,nipuṇuḍu / guruvu / ustād,,a2
matching,adjective,సరిపోలే / తగిన / ఒకేలాంటి,saripōlē / tagina / okēlāṁṭi,,a2
mate (breeding partner),noun,జత / భాగస్వామి / సంపర్క భాగస్వామి,jata / bhāgasvāmi / saṁparka bhāgasvāmi,,a2
"mate (friend, companion)",noun,స్నేహితుడు / సహచరుడు / మిత్రుడు,snēhituḍu / sahacaruḍu / mitruḍu,,a2
"mate (partner, officer)",noun,భాగస్వామి / అధికారి / సహచరుడు,bhāgasvāmi / adhikāri / sahacaruḍu,,a2
"material (physical, relating to matter)",adjective,భౌతిక / వస్తు సంబంధిత / ద్రవ్య,bhautika / vastu saṁbaṁdhita / dravya,,a2
"material (significant, relevant)",adjective,ముఖ్యమైన / సంబంధిత / గణనీయమైన,mukhyamaina / saṁbaṁdhita / gaṇanīyamaina,,a2
maximum (adjective),adjective,గరిష్ట / అత్యధిక / ఎక్కువైన,gariṣṭa / atyadhika / ekkuvaina,,a2
mayor,noun,మేయర్ / నగరపాలక అధ్యక్షుడు,mēyar / nagarapālaka adhyakṣuḍu,,a2
means (financial resources),noun,డబ్బు / నిధులు / ధనం,ḍabbu / nidhulu / dhanaṁ,,a2
measurement (dimensions or size),noun,కొలత / కొలమానం / పరిమాణం,kolata / kolamānaṁ / parimāṇaṁ,,a2
mechanic,noun,మెకానిక్ / యంత్రకారుడు,mekānik / yaṁtrakāruḍu,,a2
mechanical (lacking thought or emotion),adjective,యాంత్రికమైన / భావరహితమైన,yāṁtrikamaina / bhāvarahitamaina,,a2
mechanism (physical device),noun,యంత్ర భాగం / యంత్రాంగం,yaṁtra bhāgaṁ / yaṁtrāṁgaṁ,,a2
mechanism (process or system),noun,విధానం / యంత్రాంగం / పద్ధతి,vidhānaṁ / yaṁtrāṁgaṁ / paddhati,,a2
medal,noun,పతకం / మెడల్,patakaṁ / meḍal,,a2
medication,noun,మందు / ఔషధం,maṁdu / auṣadhaṁ,,a2
medium (size or grade),noun,మధ్యస్థం / మధ్యరకం,madhyasthaṁ / madhyarakaṁ,,a2
"medium (spiritualist, channel)",noun,మధ్యవర్తి / మాధ్యమం,madhyavarti / mādhyamaṁ,,a2
membership,noun,సభ్యత్వం,sabhyatvaṁ,,a2
memorable,adjective,గుర్తుండిపోయే / స్మరణీయమైన,gurtuṁḍipōyē / smaraṇīyamaina,,a2
mental disorder,noun,మానసిక రుగ్మత / మానసిక వ్యాధి,mānasika rugmata / mānasika vyādhi,,a2
"mention (acknowledgement, honor)",noun,ప్రస్తావన / పేర్కొనడం,prastāvana / pērkonaḍaṁ,,a2
metaphor,noun,రూపకం / పోలిక,rūpakaṁ / pōlika,,a2
midst (location),noun,మధ్య / నడుమ,madhya / naḍuma,,a2
military,noun,సైన్యం / సైనిక దళం / మిలిటరీ,sainyaṁ / sainika daḷaṁ / miliṭarī,,a2
mill (grinder),noun,మిల్లు / తిరగలి,millu / tiragali,,a2
miner (cryptocurrency),noun,మైనర్ / క్రిప్టో మైనింగ్ చేసేవాడు,mainar / kripṭō mainiṁg cēsēvāḍu,,a2
miner (occupational),noun,గని కార్మికుడు / మైనర్,gani kārmikuḍu / mainar,,a2
mineral,noun,ఖనిజం,khanijaṁ,,a2
minimum,noun,కనిష్టం / కనీస మొత్తం,kaniṣṭaṁ / kanīsa mottaṁ,,a2
minimum (amount or required quantity),adjective,కనీస,kanīsa,,a2
minimum (noun),noun,కనిష్టం / కనీస మొత్తం,kaniṣṭaṁ / kanīsa mottaṁ,,a2
minister (political official),noun,మంత్రి,maṁtri,,a2
minister (religious cleric),noun,మత గురువు / పూజారి / పాదిరి,mata guruvu / pūjāri / pādiri,,a2
minor (underage),adjective,మైనర్ / వయసు రాని,mainar / vayasu rāni,,a2
minority (legal status),noun,మైనారిటీ,maināriṭī,,a2
minutes (of a meeting),noun,సమావేశ నివేదిక / మినిట్స్,samāvēśa nivēdika / miniṭs,,a2
"miserable (quality, performance)",adjective,దారుణమైన / అధ్వాన్నమైన / నాసిరకం,dāruṇamaina / adhvānnamaina / nāsirakaṁ,,a2
miserable (wretched or extremely poor quality),adjective,దీనమైన / దయనీయమైన / దారుణమైన,dīnamaina / dayanīyamaina / dāruṇamaina,,a2
mission (objective or purpose),noun,లక్ష్యం / ఉద్దేశ్యం / ధ్యేయం,lakṣyaṁ / uddēśyaṁ / dhyēyaṁ,,a2
mission (specific task or assignment),noun,కార్యం / పని / మిషన్,kāryaṁ / pani / miṣan,,a2
"mixed (feelings, results)",adjective,మిశ్రమ / కలిసిన,miśrama / kalisina,,a2
"mixed (group, company)",adjective,కలిసిన / కలగలిసిన / మిశ్రమ,kalisina / kalagalisina / miśrama,,a2
"mode (manner, method)",noun,పద్ధతి / విధానం / తీరు,paddhati / vidhānaṁ / tīru,,a2
mode (technical setting),noun,మోడ్,mōḍ,,a2
"modest (amount, size: moderate)",adjective,మధ్యస్థమైన / పరిమితమైన / తక్కువ,madhyasthamaina / parimitamaina / takkuva,,a2
"modest (clothing, appearance)",adjective,నిరాడంబరమైన / సంప్రదాయబద్ధమైన / మర్యాదైన,nirāḍaṁbaramaina / saṁpradāyabaddhamaina / maryādaina,,a2
"modest (clothing, behavior: reserved)",adjective,వినయమైన / నిగర్వియైన / సంయమనంతో కూడిన,vinayamaina / nigarviyaina / saṁyamanaṁtō kūḍina,,a2
monitor (computer screen),noun,మానిటర్ / తెర,māniṭar / tera,,a2
"monitor (person, supervisor)",noun,పర్యవేక్షకుడు / పరిశీలకుడు / మానిటర్,paryavēkṣakuḍu / pariśīlakuḍu / māniṭar,,a2
monster (cruel person),noun,రాక్షసుడు / క్రూరుడు / దుర్మార్గుడు,rākṣasuḍu / krūruḍu / durmārguḍu,,a2
monthly (adverb: every month),adjective,నెలవారీ / మాస,nelavārī / māsa,,a2
monthly (happening regularly),adjective,నెలవారీ / మాస,nelavārī / māsa,,a2
monument,noun,స్మారక చిహ్నం / స్మారకం / కట్టడం,smāraka cihnaṁ / smārakaṁ / kaṭṭaḍaṁ,,a2
moral,adjective,నైతికమైన / ధర్మబద్ధమైన,naitikamaina / dharmabaddhamaina,,a2
morals,noun,నీతి / నైతిక విలువలు / ధర్మాలు,nīti / naitika viluvalu / dharmālu,,a2
moreover,adverb,అంతేకాకుండా / ఇంకా / పైగా,aṁtēkākuṁḍā / iṁkā / paigā,,a2
"mortgage (the collateral, act)",noun,తనఖా / తాకట్టు,tanakhā / tākaṭṭu,,a2
mosque,noun,మసీదు,masīdu,,a2
motion (formal proposal),noun,తీర్మానం / ప్రతిపాదన,tīrmānaṁ / pratipādana,,a2
motivation,noun,ప్రేరణ / ప్రోత్సాహం,prēraṇa / prōtsāhaṁ,,a2
"motor (relating to engines, vehicles)",adjective,మోటారు,mōṭāru,,a2
"motor (relating to movement, muscles)",adjective,చలన,calana,,a2
"motor (vehicle, car)",noun,మోటారు / కారు / వాహనం,mōṭāru / kāru / vāhanaṁ,,a2
moving (emotionally touching),adjective,కదిలించే / హృద్యమైన,kadiliṁcē / hr̥dyamaina,,a2
moving (in motion),adjective,కదులుతున్న / చలనంలో ఉన్న,kadulutunna / calanaṁlō unna,,a2
multiple,adjective,బహుళ / అనేక / పలు,bahuḷa / anēka / palu,,a2
mysterious,adjective,రహస్యమైన / మర్మమైన / అంతుచిక్కని,rahasyamaina / marmamaina / aṁtucikkani,,a2
myth (false belief),noun,అపోహ / తప్పుడు నమ్మకం,apōha / tappuḍu nammakaṁ,,a2
myth (traditional story),noun,పురాణం / ఐతిహ్యం / కథ,purāṇaṁ / aitihyaṁ / katha,,a2
naked (unclothed),adjective,నగ్నంగా / దిగంబరంగా,nagnaṁgā / digaṁbaraṁgā,,a2
"naked (uncovered, bare)",adjective,బయటపడిన / కప్పబడని,bayaṭapaḍina / kappabaḍani,,a2
"narrative (interpretation, framework)",noun,కథనం / వివరణ,kathanaṁ / vivaraṇa,,a2
"nasty (mean, spiteful)",adjective,దుర్మార్గమైన / కక్షపూరితమైన / క్రూరమైన,durmārgamaina / kakṣapūritamaina / krūramaina,,a2
"nasty (serious, dangerous - injury, situation)",adjective,ప్రమాదకరమైన / తీవ్రమైన,pramādakaramaina / tīvramaina,,a2
"nasty (unpleasant, disgusting)",adjective,అసహ్యకరమైన / అప్రియమైన,asahyakaramaina / apriyamaina,,a2
national (citizen),noun,పౌరుడు,pauruḍu,,a2
"navigation (digital, website)",noun,నావిగేషన్ / మార్గనిర్దేశం,nāvigēṣan / mārganirdēśaṁ,,a2
nearby (adjective),adjective,సమీప / దగ్గర,samīpa / daggara,,a2
"nearby (adverb, location)",adjective,దగ్గరలో ఉన్న / సమీపంలో ఉన్న,daggaralō unna / samīpaṁlō unna,,a2
nearby (in the immediate vicinity),adverb,దగ్గరలో / సమీపంలో,daggaralō / samīpaṁlō,,a2
"neat (tidy, organized)",adjective,చక్కని / శుభ్రమైన / క్రమబద్ధమైన,cakkani / śubhramaina / kramabaddhamaina,,a2
neat (undiluted drink),adjective,కల్తీలేని / స్వచ్ఛమైన / పలుచన చేయని,kaltīlēni / svacchamaina / palucana cēyani,,a2
necessity (essential item),noun,అవసరం / ఆవశ్యకత / అనివార్యం,avasaraṁ / āvaśyakata / anivāryaṁ,,a2
necessity (unavoidable situation),noun,అనివార్యత / తప్పనిసరి / అవసరం,anivāryata / tappanisari / avasaraṁ,,a2
need (essential requirement),modal verb,అవసరపడు,avasarapaḍu,intransitive,a2
"needle (pointer, indicator on a gauge)",noun,ముల్లు / సూచి,mullu / sūci,,a2
"negative (mathematical, electrical)",noun,రుణాత్మకం / మైనస్,ruṇātmakaṁ / mainas,,a2
negative (photographic film),noun,నెగటివ్,negaṭiv,,a2
negotiation (bargaining over price),noun,బేరం / చర్చలు / సంప్రదింపులు,bēraṁ / carcalu / saṁpradiṁpulu,,a2
nerve (anatomical structure),noun,నరం / నాడి,naraṁ / nāḍi,,a2
nerve (courage),noun,ధైర్యం / తెగువ,dhairyaṁ / teguva,,a2
nerve (impudence),noun,ధైర్యం / తెగువ / మొండితనం,dhairyaṁ / teguva / moṁḍitanaṁ,,a2
"neutral (color, tone)",adjective,తటస్థ / మధ్యస్థ,taṭastha / madhyastha,,a2
"neutral (impartial, political)",adjective,తటస్థ / నిష్పక్షపాత / మధ్యస్థ,taṭastha / niṣpakṣapāta / madhyastha,,a2
"neutral (science, chemistry)",adjective,తటస్థ / మధ్యస్థ,taṭastha / madhyastha,,a2
nevertheless,adverb,అయినప్పటికీ / అయినను / ఏదేమైనా,ayinappaṭikī / ayinanu / ēdēmainā,,a2
nevertheless (general usage),adverb,అయినప్పటికీ / అయినను / ఏదేమైనా,ayinappaṭikī / ayinanu / ēdēmainā,,a2
"nevertheless (nonetheless, despite that)",adverb,అయినప్పటికీ / అయినను / ఏదేమైనా,ayinappaṭikī / ayinanu / ēdēmainā,,a2
newly (recently),adverb,కొత్తగా / ఇటీవల / నూతనంగా,kottagā / iṭīvala / nūtanaṁgā,,a2
nightmare (terrible situation),noun,పీడకల / భయంకరమైన పరిస్థితి / దుస్వప్నం,pīḍakala / bhayaṁkaramaina paristhiti / dusvapnaṁ,,a2
"norm (social expectation, rule)",noun,నియమం / ఆచారం / ప్రమాణం,niyamaṁ / ācāraṁ / pramāṇaṁ,,a2
norm (typical standard),noun,ప్రమాణం / సాధారణం / నియమం,pramāṇaṁ / sādhāraṇaṁ / niyamaṁ,,a2
notebook (for writing),noun,నోటు పుస్తకం / నోట్‌బుక్ / చిట్టా,nōṭu pustakaṁ / nōṭbuk / ciṭṭā,,a2
notebook (laptop computer),noun,ల్యాప్‌టాప్ / నోట్‌బుక్,lyāpṭāp / nōṭbuk,,a2
"notion (abstract idea, concept)",noun,భావన / ఊహ / అభిప్రాయం,bhāvana / ūha / abhiprāyaṁ,,a2
notion (vague belief or impression),noun,అభిప్రాయం / భావన / ఊహ,abhiprāyaṁ / bhāvana / ūha,,a2
novelist,noun,నవలా రచయిత / నవలాకారుడు,navalā racayita / navalākāruḍu,,a2
nowadays,adverb,ఈ రోజుల్లో / ప్రస్తుత కాలంలో / ఈ మధ్య,ī rōjullō / prastuta kālaṁlō / ī madhya,,a2
nuclear (cell biology),adjective,కేంద్రక / న్యూక్లియర్,kēṁdraka / nyūkliyar,,a2
numerous,adjective,అనేక / చాలా / బహుళ,anēka / cālā / bahuḷa,,a2
nursing (breastfeeding),noun,పాలివ్వడం / పాలు పట్టడం / స్తన్యం ఇవ్వడం,pālivvaḍaṁ / pālu paṭṭaḍaṁ / stanyaṁ ivvaḍaṁ,,a2
nursing (professional care),noun,నర్సింగ్ / శుశ్రూష / వైద్య సేవ,narsiṁg / śuśrūṣa / vaidya sēva,,a2
nutrition,noun,పోషణ / పోషకాహారం,pōṣaṇa / pōṣakāhāraṁ,,a2
obesity,noun,ఊబకాయం / స్థూలకాయం,ūbakāyaṁ / sthūlakāyaṁ,,a2
objective,noun,లక్ష్యం / ఉద్దేశ్యం,lakṣyaṁ / uddēśyaṁ,,a2
objective (external reality),adjective,వస్తుగత / వాస్తవిక,vastugata / vāstavika,,a2
objective (impartial),adjective,నిష్పాక్షిక / పక్షపాత రహిత,niṣpākṣika / pakṣapāta rahita,,a2
obligation (duty),noun,బాధ్యత / విధి,bādhyata / vidhi,,a2
"obligation (duty, moral necessity)",noun,బాధ్యత / విధి / నైతిక బాధ్యత,bādhyata / vidhi / naitika bādhyata,,a2
obligation (liability),noun,బాధ్యత / అప్పు / రుణం,bādhyata / appu / ruṇaṁ,,a2
"obligation (responsibility, liability)",noun,బాధ్యత / విధి / అప్పు,bādhyata / vidhi / appu,,a2
"observation (act of watching, studying)",noun,పరిశీలన / పర్యవేక్షణ / గమనిక,pariśīlana / paryavēkṣaṇa / gamanika,,a2
observation (remark),noun,వ్యాఖ్య / గమనిక / అభిప్రాయం,vyākhya / gamanika / abhiprāyaṁ,,a2
"observation (remark, comment)",noun,వ్యాఖ్య / గమనిక / అభిప్రాయం,vyākhya / gamanika / abhiprāyaṁ,,a2
observation (watching),noun,వీక్షణ / పరిశీలన,vīkṣaṇa / pariśīlana,,a2
observer (official representative),noun,పరిశీలకుడు / ప్రతినిధి / పర్యవేక్షకుడు,pariśīlakuḍu / pratinidhi / paryavēkṣakuḍu,,a2
observer (official),noun,పరిశీలకుడు / ప్రతినిధి / పర్యవేక్షకుడు,pariśīlakuḍu / pratinidhi / paryavēkṣakuḍu,,a2
obstacle,noun,అడ్డంకి / ఆటంకం / అవరోధం,aḍḍaṁki / āṭaṁkaṁ / avarōdhaṁ,,a2
obstacle (structural barrier),noun,అడ్డంకి / అవరోధం / అడ్డుగోడ,aḍḍaṁki / avarōdhaṁ / aḍḍugōḍa,,a2
occasionally,adverb,అప్పుడప్పుడు / కొన్నిసార్లు,appuḍappuḍu / konnisārlu,,a2
occasionally (formally),adverb,అప్పుడప్పుడు / కొన్నిసార్లు / సందర్భానుసారంగా,appuḍappuḍu / konnisārlu / saṁdarbhānusāraṁgā,,a2
"occupation (job, profession)",noun,వృత్తి / ఉద్యోగం / పని,vr̥tti / udyōgaṁ / pani,,a2
occupation (taking control of land),noun,ఆక్రమణ / స్వాధీనం / కైవసం,ākramaṇa / svādhīnaṁ / kaivasaṁ,,a2
"offence (insult, hurt feeling)",noun,మనస్తాపం / అవమానం / అగౌరవం,manastāpaṁ / avamānaṁ / agauravaṁ,,a2
offence (legal act),noun,నేరం / అపరాధం / తప్పు,nēraṁ / aparādhaṁ / tappu,,a2
"offender (legal, criminal)",noun,నేరస్థుడు / అపరాధి / ముద్దాయి,nērasthuḍu / aparādhi / muddāyi,,a2
offender (one who causes annoyance),noun,ఇబ్బంది పెట్టేవాడు / బాధించేవాడు / అల్లరివాడు,ibbaṁdi peṭṭēvāḍu / bādhiṁcēvāḍu / allarivāḍu,,a2
"offensive (insulting, rude)",adjective,అభ్యంతరకరమైన / అవమానకరమైన / అసభ్యకరమైన,abhyaṁtarakaramaina / avamānakaramaina / asabhyakaramaina,,a2
"offensive (relating to attack, aggression)",adjective,దాడికి సంబంధించిన / దూకుడుగా ఉండే / ఆక్రమణకు సంబంధించిన,dāḍiki saṁbaṁdhiṁcina / dūkuḍugā uṁḍē / ākramaṇaku saṁbaṁdhiṁcina,,a2
"offensive (unpleasant odor, disgusting)",adjective,దుర్వాసనతో కూడిన / అసహ్యకరమైన / కంపు కొట్టే,durvāsanatō kūḍina / asahyakaramaina / kaṁpu koṭṭē,,a2
official,noun,అధికారి / ఉద్యోగి / ప్రభుత్వోద్యోగి,adhikāri / udyōgi / prabhutvōdyōgi,,a2
ongoing,adjective,కొనసాగుతున్న / జరుగుతున్న / ప్రస్తుత,konasāgutunna / jarugutunna / prastuta,,a2
ongoing (continuing),adjective,కొనసాగుతున్న / నిరంతర / అవిరామంగా సాగుతున్న,konasāgutunna / niraṁtara / avirāmaṁgā sāgutunna,,a2
opening (inauguration event),noun,ప్రారంభోత్సవం / ప్రారంభం / ఉద్ఘాటన,prāraṁbhōtsavaṁ / prāraṁbhaṁ / udghāṭana,,a2
opening (job vacancy),noun,ఖాళీ / ఉద్యోగ ఖాళీ / అవకాశం,khāḷī / udyōga khāḷī / avakāśaṁ,,a2
openly (frankly),adverb,నిర్మొహమాటంగా / స్పష్టంగా / కుండబద్దలు కొట్టినట్లు,nirmohamāṭaṁgā / spaṣṭaṁgā / kuṁḍabaddalu koṭṭinaṭlu,,a2
openly (publicly),adverb,బహిరంగంగా / అందరి ముందు / నలుగురిలో,bahiraṁgaṁgā / aṁdari muṁdu / nalugurilō,,a2
opera,noun,ఒపేరా / సంగీత నాటకం,opērā / saṁgīta nāṭakaṁ,,a2
operator (service company),noun,ఆపరేటర్ / నిర్వాహకుడు / సేవలు అందించే సంస్థ,āparēṭar / nirvāhakuḍu / sēvalu aṁdiṁcē saṁstha,,a2
opponent (in competition),noun,ప్రత్యర్థి / పోటీదారుడు / శత్రువు,pratyarthi / pōṭīdāruḍu / śatruvu,,a2
opposed (against a policy or idea),adjective,వ్యతిరేకించిన / వ్యతిరేకంగా ఉన్న / అంగీకరించని,vyatirēkiṁcina / vyatirēkaṁgā unna / aṁgīkariṁcani,,a2
opposed (in active conflict or resistance),adjective,ప్రతిఘటించిన / ఎదుర్కొన్న / పోరాడిన,pratighaṭiṁcina / edurkonna / pōrāḍina,,a2
opposition (political party or group),noun,ప్రతిపక్షం / వ్యతిరేక వర్గం,pratipakṣaṁ / vyatirēka vargaṁ,,a2
optimistic,adjective,ఆశావాది / ఆశాజనకమైన / సానుకూల దృక్పథం ఉన్న,āśāvādi / āśājanakamaina / sānukūla dr̥kpathaṁ unna,,a2
orchestra,noun,ఆర్కెస్ట్రా / వాయిద్య బృందం,ārkesṭrā / vāyidya br̥ṁdaṁ,,a2
organ (musical instrument),noun,ఆర్గాన్,ārgān,,a2
"organ (official body, agency)",noun,సంస్థ / విభాగం / అంగం,saṁstha / vibhāgaṁ / aṁgaṁ,,a2
"organic (biological, chemical)",adjective,సేంద్రీయ / జీవసంబంధమైన,sēṁdrīya / jīvasaṁbaṁdhamaina,,a2
"organic (food, farming)",adjective,సేంద్రీయ / సహజ,sēṁdrīya / sahaja,,a2
origin (ancestry or background),noun,మూలం / వంశం / నేపథ్యం,mūlaṁ / vaṁśaṁ / nēpathyaṁ,,a2
origin (source or beginning),noun,మూలం / ఆరంభం / పుట్టుక,mūlaṁ / āraṁbhaṁ / puṭṭuka,,a2
otherwise (in other respects),adverb,ఇతరత్రా / లేకపోతే,itaratrā / lēkapōtē,,a2
"otherwise (or else, if not)",adverb,లేకపోతే / లేనియెడల,lēkapōtē / lēniyeḍala,,a2
"outcome (consequence, effect)",noun,ఫలితం / పర్యవసానం / ముగింపు,phalitaṁ / paryavasānaṁ / mugiṁpu,,a2
"outer (external, formal)",adjective,బయటి / బాహ్య,bayaṭi / bāhya,,a2
outfit (organization),noun,సంస్థ / బృందం / కూటమి,saṁstha / br̥ṁdaṁ / kūṭami,,a2
outline (shape),noun,ఆకారం / రూపురేఖలు / బాహ్యరేఖ,ākāraṁ / rūpurēkhalu / bāhyarēkha,,a2
outline (summary),noun,రూపురేఖలు / సారాంశం / స్థూల వివరణ,rūpurēkhalu / sārāṁśaṁ / sthūla vivaraṇa,,a2
"output (data, technical result)",noun,అవుట్‌పుట్ / ఫలితం,avuṭpuṭ / phalitaṁ,,a2
"output (production amount, yield)",noun,ఉత్పత్తి / దిగుబడి,utpatti / digubaḍi,,a2
outstanding (excellent),adjective,అద్భుతమైన / అత్యుత్తమమైన / విశేషమైన,adbhutamaina / atyuttamamaina / viśēṣamaina,,a2
outstanding (unpaid),adjective,చెల్లించని / బకాయి / మిగిలిన,celliṁcani / bakāyi / migilina,,a2
overall,adverb,మొత్తం మీద / స్థూలంగా / అన్నింటినీ కలిపి,mottaṁ mīda / sthūlaṁgā / anniṁṭinī kalipi,,a2
overnight (during the night),adverb,రాత్రిపూట / రాత్రికి,rātripūṭa / rātriki,,a2
"overnight (suddenly, quickly)",adverb,రాత్రికి రాత్రే / ఆకస్మికంగా / త్వరగా,rātriki rātrē / ākasmikaṁgā / tvaragā,,a2
overseas (adjectival: relating to foreign countries),adjective,విదేశీ / సముద్రం ఆవలి,vidēśī / samudraṁ āvali,,a2
overseas (adjective),adverb,విదేశాలకు / విదేశాలలో,vidēśālaku / vidēśālalō,,a2
overseas (adverbial: abroad),adjective,విదేశీ / సముద్రం ఆవలి,vidēśī / samudraṁ āvali,,a2
ownership,noun,యాజమాన్యం / స్వంతం / హక్కు,yājamānyaṁ / svaṁtaṁ / hakku,,a2
oxygen (as 'life-air'),noun,ప్రాణవాయువు / ఆక్సిజన్,prāṇavāyuvu / āksijan,,a2
oxygen (common loanword),noun,ఆక్సిజన్ / ప్రాణవాయువు,āksijan / prāṇavāyuvu,,a2
pace (single step or stride),noun,అడుగు / నడక / వేగం,aḍugu / naḍaka / vēgaṁ,,a2
pace (speed or rate),noun,వేగం / గతి / నడక,vēgaṁ / gati / naḍaka,,a2
packet (data unit),noun,ప్యాకెట్ / దత్తాంశ ఖండం,pyākeṭ / dattāṁśa khaṁḍaṁ,,a2
palm (of the hand),noun,అరచేయి / హస్తతలం,aracēyi / hastatalaṁ,,a2
palm (tree),noun,తాటిచెట్టు / ఖర్జూరపు చెట్టు / పామ్ చెట్టు,tāṭiceṭṭu / kharjūrapu ceṭṭu / pām ceṭṭu,,a2
pan (shallow basin),noun,పెనం / బాణలి / పాత్ర,penaṁ / bāṇali / pātra,,a2
"panel (flat section, surface)",noun,పలక / ప్యానెల్,palaka / pyānel,,a2
panel (group of experts),noun,ప్యానెల్ / నిపుణుల బృందం / బృందం,pyānel / nipuṇula br̥ṁdaṁ / br̥ṁdaṁ,,a2
parade,noun,పరేడ్ / ఊరేగింపు / కవాతు / ప్రదర్శన,parēḍ / ūrēgiṁpu / kavātu / pradarśana,,a2
parallel (conceptual),adjective,సమాంతర / పోలిక గల / తుల్యమైన,samāṁtara / pōlika gala / tulyamaina,,a2
parallel (geometric),adjective,సమాంతర,samāṁtara,,a2
parallel (similarity or analogy),noun,పోలిక / సాదృశ్యం / సమాంతరత,pōlika / sādr̥śyaṁ / samāṁtarata,,a2
parliament,noun,పార్లమెంటు / శాసనసభ,pārlameṁṭu / śāsanasabha,,a2
part-time,adjective,పార్ట్-టైమ్ / పాక్షిక సమయం,pārṭ-ṭaim / pākṣika samayaṁ,,a2
participant,noun,పాల్గొనేవారు / భాగస్వామి / సభ్యుడు,pālgonēvāru / bhāgasvāmi / sabhyuḍu,,a2
"participation (joint involvement, partnership)",noun,భాగస్వామ్యం / పాల్గొనడం / పాలుపంచుకోవడం,bhāgasvāmyaṁ / pālgonaḍaṁ / pālupaṁcukōvaḍaṁ,,a2
partly (fractionally),adverb,పాక్షికంగా / కొంతవరకు,pākṣikaṁgā / koṁtavaraku,,a2
partly (to some extent),adverb,కొంతవరకు / పాక్షికంగా,koṁtavaraku / pākṣikaṁgā,,a2
partnership (collaboration or alliance),noun,భాగస్వామ్యం / సహకారం / కూటమి,bhāgasvāmyaṁ / sahakāraṁ / kūṭami,,a2
partnership (legal or business arrangement),noun,భాగస్వామ్యం / భాగస్వామ్య సంస్థ,bhāgasvāmyaṁ / bhāgasvāmya saṁstha,,a2
passage (act of travelling),noun,ప్రయాణం / గమనం / ప్రవేశం,prayāṇaṁ / gamanaṁ / pravēśaṁ,,a2
passage (corridor),noun,దారి / సందు / కారిడార్,dāri / saṁdu / kāriḍār,,a2
passage (text excerpt),noun,భాగం / ఖండం,bhāgaṁ / khaṁḍaṁ,,a2
"passionate (enthusiastic, zealous)",adjective,ఉద్వేగభరితమైన / తీవ్రమైన / ఆసక్తికరమైన,udvēgabharitamaina / tīvramaina / āsaktikaramaina,,a2
"passionate (intimate, intense)",adjective,తీవ్రమైన / గాఢమైన / ఉద్వేగభరితమైన,tīvramaina / gāḍhamaina / udvēgabharitamaina,,a2
"passionate (romantic, intimate)",adjective,రొమాంటిక్ / గాఢమైన / ఉద్వేగభరితమైన,romāṁṭik / gāḍhamaina / udvēgabharitamaina,,a2
password (informal),noun,పాస్‌వర్డ్ / రహస్య పదం / సంకేత పదం / గుప్త పదం,pāsvarḍ / rahasya padaṁ / saṁkēta padaṁ / gupta padaṁ,,a2
password (official),noun,రహస్య పదం / సంకేత పదం / గుప్త పదం / పాస్‌వర్డ్,rahasya padaṁ / saṁkēta padaṁ / gupta padaṁ / pāsvarḍ,,a2
"patience (self-control, composure)",noun,ఓర్పు / సహనం / నిగ్రహం / శాంతం,ōrpu / sahanaṁ / nigrahaṁ / śāṁtaṁ,,a2
pause,noun,విరామం / పాజ్,virāmaṁ / pāj,,a2
"peer (equal, contemporary)",noun,తోటివాడు / సమవయస్కుడు / సమానుడు / సహచరుడు,tōṭivāḍu / samavayaskuḍu / samānuḍu / sahacaruḍu,,a2
peer (nobleman),noun,కులీనుడు / గణ్యుడు / పెద్దమనిషి,kulīnuḍu / gaṇyuḍu / peddamaniṣi,,a2
"penalty (fine, late fee)",noun,జరిమానా / అపరాధ రుసుము / పెనాల్టీ,jarimānā / aparādha rusumu / penālṭī,,a2
pension,noun,పెన్షన్ / విరమణ భత్యం / వృద్ధాప్య భత్యం,penṣan / viramaṇa bhatyaṁ / vr̥ddhāpya bhatyaṁ,,a2
"perception (public image, viewpoint)",noun,అభిప్రాయం / దృష్టికోణం / భావన / అంచనా,abhiprāyaṁ / dr̥ṣṭikōṇaṁ / bhāvana / aṁcanā,,a2
"perception (sensory, cognitive awareness)",noun,గ్రహణశక్తి / అవగాహన / జ్ఞానం / తెలివి,grahaṇaśakti / avagāhana / jñānaṁ / telivi,,a2
"permanent (official, fixed status)",adjective,శాశ్వత / స్థిర / పర్మనెంట్,śāśvata / sthira / parmaneṁṭ,,a2
permanently (fixed or official status),adverb,శాశ్వతంగా / స్థిరంగా / ఎప్పటికీ / పర్మనెంట్‌గా,śāśvataṁgā / sthiraṁgā / eppaṭikī / parmaneṁṭgā,,a2
permit,noun,అనుమతి / పర్మిట్ / అనుజ్ఞ,anumati / parmiṭ / anujña,,a2
