english_word,word_class,level,verb_transitivity,translation,transliteration
to combine (to join or integrate),verb,a2,transitive,जोड़ना / मिलाना / संयोजित करना / एकीकृत करना,jōṛanā / milānā / saṁyōjit karanā / ēkīkr̥t karanā
to combine (to mix ingredients),verb,a2,transitive,मिलाना / घोलना / मिश्रण करना,milānā / ghōlanā / miśraṇa karanā
to comment (to criticize or formally review),verb,a2,transitive,टिप्पणी करना / राय देना / आलोचना करना,ṭippaṇī karanā / rāy dēnā / ālōcanā karanā
"to commit (a crime, error)",verb,a2,transitive,करना / अंजाम देना / अपराध करना,karanā / aṁjām dēnā / aparādh karanā
"to commit (to a promise, relationship)",verb,a2,intransitive,प्रतिबद्ध होना / वचनबद्ध होना / समर्पित होना,pratibaddh hōnā / vacanabaddh hōnā / samarpit hōnā
to concentrate (make dense or gather),verb,a2,transitive,केंद्रित करना / इकट्ठा करना / सघन करना,kēṁdrit karanā / ikaṭṭhā karanā / saghan karanā
to concentrate (mental focus),verb,a2,intransitive,ध्यान लगाना / एकाग्र करना / मन लगाना,dhyān lagānā / ēkāgr karanā / man lagānā
to conclude (to deduce or infer),verb,a2,transitive,नतीजा निकालना / निष्कर्ष निकालना / अनुमान लगाना,natījā nikālanā / niṣkarṣa nikālanā / anumān lagānā
to confirm (corroborate),verb,a2,transitive,पुष्टि करना / तसदीक़ करना / प्रमाणित करना,puṣṭi karanā / tasadīq karanā / pramāṇit karanā
to confuse (to mistake one thing for another),verb,a2,transitive,ग़लत समझना / एक को दूसरा समझना / भ्रमित करना,ġalat samajhanā / ēk kō dūsarā samajhanā / bhramit karanā
to confuse (to perplex someone),verb,a2,transitive,उलझाना / भ्रमित करना / चकराना,ulajhānā / bhramit karanā / cakarānā
to consist (to be composed of),verb,a2,intransitive,से बना होना / में शामिल होना / से निर्मित होना,sē banā hōnā / mēṁ śāmil hōnā / sē nirmit hōnā
"to consist (to reside, essence)",verb,a2,intransitive,में निहित होना / में होना / का सार होना,mēṁ nihit hōnā / mēṁ hōnā / kā sār hōnā
"to consume (food, drink, medicine)",verb,a2,transitive,खाना / पीना / लेना / सेवन करना,khānā / pīnā / lēnā / sēvan karanā
"to consume (resources, energy, time)",verb,a2,transitive,ख़र्च करना / उपयोग करना / खपत करना,k͟harc karanā / upayōg karanā / khapat karanā
to contact (to communicate with),verb,a2,transitive,संपर्क करना / राब्ता करना / संपर्क साधना,saṁpark karanā / rābtā karanā / saṁpark sādhanā
to contact (to physically touch),verb,a2,transitive,छूना / स्पर्श करना,chūnā / sparśa karanā
to contrast (actively compare differences),verb,a2,transitive,फ़र्क़ करना / तुलना करना / अंतर करना,farq karanā / tulanā karanā / aṁtar karanā
to contrast (be strikingly different),verb,a2,intransitive,अलग दिखना / भिन्न होना,alag dikhanā / bhinn hōnā
to convince (to make someone believe),verb,a2,transitive,यक़ीन दिलाना / विश्वास दिलाना,yaqīn dilānā / viśvās dilānā
to convince (to persuade to agree),verb,a2,transitive,मनाना / राज़ी करना / सहमत करना,manānā / rāzī karanā / sahamat karanā
to cool (become cold),verb,a2,intransitive,ठंडा होना / शीतल होना,ṭhaṁḍā hōnā / śītal hōnā
to cool (calm down),verb,a2,intransitive,शांत होना / ठंडा होना / सुकून मिलना,śāṁt hōnā / ṭhaṁḍā hōnā / sukūn milanā
to cool (make cold),verb,a2,transitive,ठंडा करना / शीतल करना,ṭhaṁḍā karanā / śītal karanā
"to damage (reputation, relationships)",verb,a2,transitive,नुक़सान पहुँचाना / ख़राब करना / क्षति पहुँचाना,nuqasān pahum̐cānā / k͟harāb karanā / kṣati pahum̐cānā
to decorate,verb,a2,transitive,सजाना / अलंकृत करना,sajānā / alaṁkr̥t karanā
to define (a concept),verb,a2,transitive,परिभाषित करना / अर्थ बताना / व्याख्या करना,paribhāṣit karanā / arth batānā / vyākhyā karanā
to define (boundaries or limits),verb,a2,transitive,सीमा तय करना / सीमा निर्धारित करना / हदबंदी करना,sīmā tay karanā / sīmā nirdhārit karanā / hadabaṁdī karanā
to design (to plan or intend a strategy),verb,a2,transitive,योजना बनाना / रूपरेखा बनाना / परिकल्पना करना,yōjanā banānā / rūparēkhā banānā / parikalpanā karanā
"to direct (film, play)",verb,a2,transitive,निर्देशन करना / डायरेक्ट करना / निर्देशित करना,nirdēśan karanā / ḍāyarēkṭa karanā / nirdēśit karanā
"to direct (manage, supervise)",verb,a2,transitive,प्रबंधन करना / संचालन करना / निगरानी करना,prabaṁdhan karanā / saṁcālan karanā / nigarānī karanā
to direct (show the way),verb,a2,transitive,रास्ता बताना / मार्गदर्शन करना / दिशा दिखाना,rāstā batānā / mārgadarśan karanā / diśā dikhānā
"to dislike (strongly, to feel aversion)",verb,a2,transitive,नापसंद करना / नफ़रत करना / घृणा करना,nāpasaṁd karanā / nafarat karanā / ghr̥ṇā karanā
to divide (separate abstractly or cause schism),verb,a2,transitive,विभाजित करना / अलग करना / फूट डालना,vibhājit karanā / alag karanā / phūṭa ḍālanā
to divide (share or distribute),verb,a2,transitive,बाँटना / वितरित करना / विभाजन करना,bām̐ṭanā / vitarit karanā / vibhājan karanā
to donate,verb,a2,transitive,दान करना / योगदान देना / भेंट करना,dān karanā / yōgadān dēnā / bhēṁṭa karanā
to double (to multiply by two),determiner,a2,transitive,दुगुना करना / दोगुना करना,dugunā karanā / dōgunā karanā
to doubt,verb,a2,transitive,शक करना / संदेह करना / शंका करना,śak karanā / saṁdēh karanā / śaṁkā karanā
to dread,verb,a2,intransitive,डरना / खौफ़ खाना / भयभीत होना,ḍaranā / khauf khānā / bhayabhīt hōnā
"to educate (inform, raise awareness)",verb,a2,transitive,शिक्षित करना / तालीम देना / जागरूक करना,śikṣit karanā / tālīm dēnā / jāgarūk karanā
to empty (become empty),verb,a2,intransitive,ख़ाली होना / रीता होना,k͟hālī hōnā / rītā hōnā
to empty (something),verb,a2,transitive,ख़ाली करना / रीता करना,k͟hālī karanā / rītā karanā
to encourage,verb,a2,transitive,हिम्मत देना / प्रोत्साहित करना / बढ़ावा देना,himmat dēnā / prōtsāhit karanā / baṛhāvā dēnā
"to entertain (amuse, perform for)",verb,a2,transitive,मनोरंजन करना / दिल बहलाना / तफ़रीह करना,manōraṁjan karanā / dil bahalānā / tafarīh karanā
to entertain (host guests),verb,a2,transitive,मेज़बानी करना / मेहमान नवाज़ी करना,mēzabānī karanā / mēhamān navāzī karanā
to equal (to be the same as),verb,a2,intransitive,बराबर होना / समान होना,barābar hōnā / samān hōnā
to equal (to match an achievement),verb,a2,transitive,बराबरी करना / टक्कर लेना / समता करना,barābarī karanā / ṭakkar lēnā / samatā karanā
to escape (fleeing or avoiding danger),verb,a2,intransitive,बच निकलना / भाग जाना / पलायन करना,bac nikalanā / bhāg jānā / palāyan karanā
to escape (memory fails),verb,a2,intransitive,याद से निकल जाना / भूल जाना,yād sē nikal jānā / bhūl jānā
"to examine (to inspect, review)",verb,a2,transitive,जाँच करना / मुआयना करना / निरीक्षण करना,jām̐c karanā / muāyanā karanā / nirīkṣaṇa karanā
to examine (to test knowledge),verb,a2,transitive,परीक्षा लेना / इम्तिहान लेना,parīkṣā lēnā / imtihān lēnā
"to exchange (goods, money)",verb,a2,transitive,बदलना / विनिमय करना,badalanā / vinimay karanā
"to exchange (ideas, information)",verb,a2,transitive,आदान-प्रदान करना / विचारों का आदान-प्रदान करना,ādān-pradān karanā / vicārōṁ kā ādān-pradān karanā
"to exercise (power, rights)",verb,a2,transitive,इस्तेमाल करना / प्रयोग करना / उपयोग करना,istēmāl karanā / prayōg karanā / upayōg karanā
"to expand (physical volume, to swell)",verb,a2,intransitive,फैलना / फूलना / विस्तृत होना,phailanā / phūlanā / vistr̥t hōnā
to expand (scope or business),verb,a2,transitive,बढ़ाना / विस्तार करना / फैलाना,baṛhānā / vistār karanā / phailānā
to experience,verb,a2,transitive,अनुभव करना / महसूस करना / भोगना,anubhav karanā / mahasūs karanā / bhōganā
to experiment,verb,a2,transitive,प्रयोग करना / आज़माना,prayōg karanā / āzamānā
to explode (with emotion),verb,a2,intransitive,फूट पड़ना / भड़क उठना,phūṭa paṛanā / bhaṛak uṭhanā
to explore (a place or region),verb,a2,transitive,खोजना / पता लगाना / अन्वेषण करना,khōjanā / patā lagānā / anvēṣaṇa karanā
"to explore (an idea, possibility, or topic)",verb,a2,transitive,विचार करना / पड़ताल करना / विश्लेषण करना,vicār karanā / paṛatāl karanā / viślēṣaṇa karanā
to export,verb,a2,transitive,निर्यात करना / बाहर भेजना,niryāt karanā / bāhar bhējanā
"to face (a direction, building)",verb,a2,intransitive,की ओर होना / मुँह करना,kī ōr hōnā / mum̐h karanā
"to face (a problem, challenge)",verb,a2,transitive,सामना करना / मुक़ाबला करना / जूझना,sāmanā karanā / muqābalā karanā / jūjhanā
to fancy (to be attracted to a person),verb,a2,transitive,पसंद करना / आकर्षित होना,pasaṁd karanā / ākarṣit hōnā
to fancy (to desire or like),verb,a2,transitive,पसंद करना / चाहना,pasaṁd karanā / cāhanā
to fancy (to want something),verb,a2,transitive,चाहना / पसंद करना / इच्छा करना,cāhanā / pasaṁd karanā / icchā karanā
to fasten (a button),verb,a2,transitive,बटन लगाना / बटन बंद करना,baṭan lagānā / baṭan baṁd karanā
"to fasten (a button, zipper)",verb,a2,transitive,बंद करना / लगाना (बटन/ज़िपर),baṁd karanā / lagānā (baṭan/zipar)
"to fasten (a seatbelt, buckle)",verb,a2,transitive,बाँधना / कसना / लगाना (सीटबेल्ट),bām̐dhanā / kasanā / lagānā (sīṭabēlṭa)
to fear (to be anxious),verb,a2,intransitive,डरना / घबराना / चिंतित होना,ḍaranā / ghabarānā / ciṁtit hōnā
to fear (to be terrified),verb,a2,intransitive,डरना / भयभीत होना / खौफ़ खाना,ḍaranā / bhayabhīt hōnā / khauf khānā
to feature (to be included prominently),verb,a2,intransitive,शामिल होना / प्रदर्शित होना / मुख्य भूमिका में होना,śāmil hōnā / pradarśit hōnā / mukhy bhūmikā mēṁ hōnā
"to feature (to showcase, include)",verb,a2,transitive,दिखाना / प्रस्तुत करना / शामिल करना,dikhānā / prastut karanā / śāmil karanā
to feed (supply material or data),verb,a2,transitive,डालना / उपलब्ध कराना / प्रदान करना,ḍālanā / upalabdh karānā / pradān karanā
"to feel aversion, disgust",verb,a2,intransitive,घृणा करना / नफ़रत करना / अरुचि होना,ghr̥ṇā karanā / nafarat karanā / aruci hōnā
to fire (dismiss from job),verb,a2,transitive,नौकरी से निकालना / बर्खास्त करना,naukarī sē nikālanā / barkhāst karanā
to fire (shoot a weapon),verb,a2,transitive,गोली चलाना / दाग़ना,gōlī calānā / dāġanā
"to fish (for information, compliments)",verb,a2,transitive,टोह लेना / पता लगाना / तारीफें बटोरना,ṭōh lēnā / patā lagānā / tārīphēṁ baṭōranā
to flood (to overwhelm with quantity),verb,a2,transitive,भर देना / पाट देना / लबालब कर देना,bhar dēnā / pāṭa dēnā / labālab kar dēnā
to flood (water spreading over land),verb,a2,intransitive,बाढ़ आना / जलमग्न होना,bāṛh ānā / jalamagn hōnā
to flow,verb,a2,intransitive,बहना / प्रवाहित होना,bahanā / pravāhit hōnā
to fold,verb,a2,transitive,मोड़ना / तह करना,mōṛanā / tah karanā
to force (physically open or push),verb,a2,transitive,ज़ोर लगाना / धकेलना / खोलना,zōr lagānā / dhakēlanā / khōlanā
to force (to compel action),verb,a2,transitive,मजबूर करना / विवश करना / बाध्य करना,majabūr karanā / vivaśa karanā / bādhy karanā
to frame (a picture),verb,a2,transitive,फ़्रेम करना / चौखटा चढ़ाना,frēm karanā / caukhaṭā caṛhānā
to frame (an argument or question),verb,a2,transitive,बनाना / तैयार करना / गढ़ना / संरचना करना,banānā / taiyār karanā / gaṛhanā / saṁracanā karanā
to frame (falsely accuse),verb,a2,transitive,फँसाना / इल्ज़ाम लगाना / साज़िश करना,pham̐sānā / ilzām lagānā / sāziśa karanā
to freeze (stop moving),verb,a2,intransitive,जम जाना / रुक जाना / स्थिर हो जाना,jam jānā / ruk jānā / sthir hō jānā
"to frighten (intensely, to terrify)",verb,a2,transitive,डराना / भयभीत करना / आतंकित करना,ḍarānā / bhayabhīt karanā / ātaṁkit karanā
"to fry (shallow, dry roast)",verb,a2,transitive,तलना / भूनना / सेंकना,talanā / bhūnanā / sēṁkanā
to gather (information or data),verb,a2,transitive,इकट्ठा करना / जमा करना / संकलित करना,ikaṭṭhā karanā / jamā karanā / saṁkalit karanā
"to gather (things or people together, to collect)",verb,a2,transitive,इकट्ठा करना / जमा करना / एकत्रित करना,ikaṭṭhā karanā / jamā karanā / ēkatrit karanā
"to gather (things or people, to collect)",verb,a2,transitive,जमा करना / इकट्ठा करना / बटोरना,jamā karanā / ikaṭṭhā karanā / baṭōranā
"to gather (to assemble, come together)",verb,a2,intransitive,इकट्ठा होना / जमा होना / एकत्रित होना,ikaṭṭhā hōnā / jamā hōnā / ēkatrit hōnā
to go ahead / to proceed,verb,a2,intransitive,आगे बढ़ना / जारी रखना / प्रस्थान करना,āgē baṛhanā / jārī rakhanā / prasthān karanā
to graduate,verb,a2,intransitive,स्नातक होना / डिग्री पूरी करना / उपाधि प्राप्त करना,snātak hōnā / ḍigrī pūrī karanā / upādhi prāpt karanā
to guard (to keep watch over),verb,a2,transitive,पहरा देना / रखवाली करना / सुरक्षा करना / रक्षा करना,paharā dēnā / rakhavālī karanā / surakṣā karanā / rakṣā karanā
to hand (in),verb,a2,transitive,जमा करना / सौंपना / प्रस्तुत करना,jamā karanā / sauṁpanā / prastut karanā
to hand (out),verb,a2,transitive,बाँटना / वितरित करना / देना,bām̐ṭanā / vitarit karanā / dēnā
to hang (to spend time with friends),verb,a2,intransitive,घूमना / समय बिताना / साथ रहना / मौज-मस्ती करना,ghūmanā / samay bitānā / sāth rahanā / mauj-mastī karanā
to hang (to suspend an object),verb,a2,transitive,टाँगना / लटकाना,ṭām̐ganā / laṭakānā
to hate (interpersonal),verb,a2,transitive,नफ़रत करना / घृणा करना / द्वेष करना,nafarat karanā / ghr̥ṇā karanā / dvēṣa karanā
to head (to lead or manage),verb,a2,transitive,नेतृत्व करना / अध्यक्षता करना / प्रबंध करना / अगुवाई करना,nētr̥tv karanā / adhyakṣatā karanā / prabaṁdh karanā / aguvāī karanā
to head (to move towards a place),verb,a2,intransitive,जाना / की ओर बढ़ना / प्रस्थान करना,jānā / kī ōr baṛhanā / prasthān karanā
to highlight (to emphasize importance),verb,a2,transitive,उजागर करना / ज़ोर देना / रेखांकित करना / महत्व देना,ujāgar karanā / zōr dēnā / rēkhāṁkit karanā / mahatv dēnā
"to highlight (visually, using marker)",verb,a2,transitive,उजागर करना / रेखांकित करना / चिह्नित करना,ujāgar karanā / rēkhāṁkit karanā / cihnit karanā
"to hire (personnel, to employ)",verb,a2,transitive,नौकरी पर रखना / काम पर रखना / नियुक्त करना,naukarī par rakhanā / kām par rakhanā / niyukt karanā
to hire (to rent temporarily),verb,a2,transitive,किराए पर लेना / भाड़े पर लेना,kirāē par lēnā / bhāṛē par lēnā
to hunt,verb,a2,transitive,शिकार करना / आखेट करना,śikār karanā / ākhēṭa karanā
"to hurry (expedite, urge)",verb,a2,transitive,जल्दी करना / तेज़ी करना / शीघ्रता करना,jaldī karanā / tēzī karanā / śīghratā karanā
"to identify (to recognize, determine)",verb,a2,transitive,पहचानना / शिनाख़्त करना / निर्धारित करना,pahacānanā / śināk͟ht karanā / nirdhārit karanā
to identify (to relate closely to),verb,a2,transitive,खुद को जोड़ना / संबंध स्थापित करना / तादात्म्य स्थापित करना,khud kō jōṛanā / saṁbaṁdh sthāpit karanā / tādātmy sthāpit karanā
to ignore,verb,a2,transitive,अनदेखा करना / नज़रअंदाज़ करना / उपेक्षा करना,anadēkhā karanā / nazaraaṁdāz karanā / upēkṣā karanā
to impact (to affect strongly),verb,a2,transitive,असर डालना / प्रभावित करना / प्रभाव डालना,asar ḍālanā / prabhāvit karanā / prabhāv ḍālanā
"to impact (to collide, strike)",verb,a2,intransitive,टकराना / भिड़ना / आघात करना,ṭakarānā / bhiṛanā / āghāt karanā
"to import (data, files)",verb,a2,transitive,आयात करना / अंदर लेना / लाना,āyāt karanā / aṁdar lēnā / lānā
to indicate (point out),verb,a2,transitive,इशारा करना / दिखाना / इंगित करना,iśārā karanā / dikhānā / iṁgit karanā
to indicate (show clearly),verb,a2,transitive,दर्शाना / ज़ाहिर करना / प्रकट करना,darśānā / zāhir karanā / prakaṭa karanā
to influence (to have an effect on),verb,a2,transitive,असर डालना / प्रभावित करना,asar ḍālanā / prabhāvit karanā
to influence (to persuade or sway),verb,a2,transitive,प्रभावित करना / राजी करना,prabhāvit karanā / rājī karanā
to injure (physically),verb,a2,transitive,चोट पहुँचाना / ज़ख़्मी करना / घायल करना,cōṭa pahum̐cānā / zak͟hmī karanā / ghāyal karanā
to injure (reputation or pride),verb,a2,transitive,ठेस पहुँचाना / नुक़सान पहुँचाना / बदनामी करना,ṭhēs pahum̐cānā / nuqasān pahum̐cānā / badanāmī karanā
to invest (money),verb,a2,transitive,निवेश करना / लगाना,nivēśa karanā / lagānā
to invest (time or effort),verb,a2,transitive,लगाना / समय लगाना / मेहनत लगाना,lagānā / samay lagānā / mēhanat lagānā
"to investigate (formally, a crime or official matter)",verb,a2,transitive,जाँच करना / छानबीन करना / अनुसंधान करना,jām̐c karanā / chānabīn karanā / anusaṁdhān karanā
to investigate (to look into or inquire generally),verb,a2,transitive,जाँच करना / जाँच-पड़ताल करना / अनुसंधान करना / तहक़ीक़ात करना,jām̐c karanā / jām̐c-paṛatāl karanā / anusaṁdhān karanā / tahaqīqāt karanā
to iron,verb,a2,transitive,इस्त्री करना / प्रेस करना,istrī karanā / prēs karanā
"to judge (evaluate, assess)",verb,a2,transitive,आकलन करना / मूल्यांकन करना / परखना / आँकना,ākalan karanā / mūlyāṁkan karanā / parakhanā / ām̐kanā
to judge (rule legally),verb,a2,transitive,फ़ैसला करना / न्याय करना / निर्णय देना,faisalā karanā / nyāy karanā / nirṇay dēnā
"to judge (rule legally, pass a verdict)",verb,a2,transitive,फ़ैसला सुनाना / निर्णय देना / अधिनिर्णय करना,faisalā sunānā / nirṇay dēnā / adhinirṇay karanā
to key (data entry),verb,a2,transitive,की करना / दर्ज करना,kī karanā / darj karanā
to key (vandalize),verb,a2,transitive,चाबी से खरोंचना / खरोंच डालना,cābī sē kharōṁcanā / kharōṁc ḍālanā
to kick (quit a habit),verb,a2,transitive,आदत छोड़ना / छुटकारा पाना,ādat chōṛanā / chuṭakārā pānā
"to kiss (intimately, romantically)",verb,a2,transitive,चूमना / बोसा लेना / प्यार करना,cūmanā / bōsā lēnā / pyār karanā
"to kiss (standard, affectionate)",verb,a2,transitive,चूमना / प्यार करना / बोसा लेना,cūmanā / pyār karanā / bōsā lēnā
"to label (physically, to tag)",verb,a2,transitive,लेबल लगाना / निशान लगाना / टैग लगाना,lēbal lagānā / niśān lagānā / ṭaig lagānā
"to label (to classify, stereotype)",verb,a2,transitive,ठप्पा लगाना / वर्गीकृत करना / श्रेणीबद्ध करना,ṭhappā lagānā / vargīkr̥t karanā / śrēṇībaddh karanā
to lack,verb,a2,intransitive,कमी होना / अभाव होना / रहित होना,kamī hōnā / abhāv hōnā / rahit hōnā
"to lay (a foundation, pipes, carpet)",verb,a2,transitive,बिछाना / डालना / रखना / स्थापित करना,bichānā / ḍālanā / rakhanā / sthāpit karanā
to lay (eggs),verb,a2,transitive,अंडे देना,aṁḍē dēnā
to lie (recline),verb,a2,intransitive,लेटना / पड़े रहना,lēṭanā / paṛē rahanā
to lie (tell a falsehood),verb,a2,intransitive,झूठ बोलना / असत्य कहना,jhūṭh bōlanā / asaty kahanā
to limit,verb,a2,transitive,सीमित करना / हद बाँधना / निर्धारित करना,sīmit karanā / had bām̐dhanā / nirdhārit karanā
to locate (to find after searching),verb,a2,transitive,ढूँढना / पता लगाना / खोज निकालना,ḍhūm̐ḍhanā / patā lagānā / khōj nikālanā
to market (to promote strategically),verb,a2,transitive,बाज़ार में लाना / विपणन करना / प्रचार करना,bāzār mēṁ lānā / vipaṇan karanā / pracār karanā
"to market (to sell, put up for sale)",verb,a2,transitive,बेचना / बाज़ार में लाना / विपणन करना,bēcanā / bāzār mēṁ lānā / vipaṇan karanā
to measure,verb,a2,transitive,नापना / मापना,nāpanā / māpanā
"to mention (to formally cite, reference)",verb,a2,transitive,ज़िक्र करना / उल्लेख करना / बयान करना,zikr karanā / ullēkh karanā / bayān karanā
"to mix (ingredients, physically)",verb,a2,transitive,मिलाना / घोलना / मिश्रण करना,milānā / ghōlanā / miśraṇa karanā
"to mix, mingle (socially or intermingle)",verb,a2,intransitive,घुलना-मिलना / मिलना-जुलना / घुलना,ghulanā-milanā / milanā-julanā / ghulanā
"to murder (formally, commit homicide)",verb,a2,transitive,क़त्ल करना / हत्या करना / वध करना,qatl karanā / hatyā karanā / vadh karanā
to note (to observe or notice),verb,a2,transitive,ध्यान देना / गौर करना / देखना,dhyān dēnā / gaur karanā / dēkhanā
to note (to write down),verb,a2,transitive,लिखना / नोट करना / दर्ज करना,likhanā / nōṭa karanā / darj karanā
to occur (to come to mind),verb,a2,intransitive,याद आना / ख़्याल आना / सूझना,yād ānā / k͟hyāl ānā / sūjhanā
to occur (to happen),verb,a2,intransitive,होना / घटना / घटित होना,hōnā / ghaṭanā / ghaṭit hōnā
to participate,verb,a2,intransitive,भाग लेना / शामिल होना / शिरकत करना,bhāg lēnā / śāmil hōnā / śirakat karanā
to pin (attach with a fastener),verb,a2,transitive,पिन लगाना / जोड़ना / अटकाना,pin lagānā / jōṛanā / aṭakānā
"to pin (restrain, hold down)",verb,a2,transitive,दबाना / जकड़ना / क़ैद करना,dabānā / jakaṛanā / qaid karanā
"to place (money, deposit)",verb,a2,transitive,जमा करना / लगाना / रखना,jamā karanā / lagānā / rakhanā
"to place (to appoint, assign)",verb,a2,transitive,नियुक्त करना / तैनात करना / पदस्थ करना,niyukt karanā / taināt karanā / padasth karanā
to point (direction),verb,a2,transitive,इशारा करना / दिखाना / इंगित करना,iśārā karanā / dikhānā / iṁgit karanā
to point (suggest or indicate abstractly),verb,a2,intransitive,संकेत करना / दर्शाना / इंगित करना,saṁkēt karanā / darśānā / iṁgit karanā
"to poison (to corrupt, influence negatively)",verb,a2,transitive,ज़हर घोलना / भ्रष्ट करना / दूषित करना,zahar ghōlanā / bhraṣṭa karanā / dūṣit karanā
to pour (liquid),verb,a2,transitive,डालना / उँड़ेलना / प्रवाहित करना,ḍālanā / um̐ṛēlanā / pravāhit karanā
"to pray (to earnestly request, plead)",verb,a2,intransitive,दुआ करना / प्रार्थना करना / विनती करना,duā karanā / prārthanā karanā / vinatī karanā
"to pray (to God, in worship)",verb,a2,intransitive,प्रार्थना करना / पूजा करना / इबादत करना,prārthanā karanā / pūjā karanā / ibādat karanā
"to present (information, a report)",verb,a2,transitive,पेश करना / प्रस्तुत करना / दिखाना,pēśa karanā / prastut karanā / dikhānā
to press (iron clothes),verb,a2,transitive,इस्त्री करना / प्रेस करना,istrī karanā / prēs karanā
"to pretend (make-believe, play)",verb,a2,intransitive,नाटक करना / दिखावा करना,nāṭak karanā / dikhāvā karanā
"to pretend (to deceive, feign)",verb,a2,transitive,बहाना करना / दिखावा करना / ढोंग करना,bahānā karanā / dikhāvā karanā / ḍhōṁg karanā
to program (software),verb,a2,transitive,प्रोग्राम करना / कोड लिखना,prōgrām karanā / kōḍa likhanā
to program (to schedule an event),verb,a2,transitive,कार्यक्रम बनाना / योजना बनाना / तय करना,kāryakram banānā / yōjanā banānā / tay karanā
to promote (a product or idea),verb,a2,transitive,बढ़ावा देना / प्रचार करना / प्रोत्साहन देना,baṛhāvā dēnā / pracār karanā / prōtsāhan dēnā
to promote (to a higher rank),verb,a2,transitive,तरक़्क़ी देना / पदोन्नति देना,taraqqī dēnā / padōnnati dēnā
to pronounce (a decision or verdict),verb,a2,transitive,सुनाना / फ़ैसला सुनाना / घोषणा करना,sunānā / faisalā sunānā / ghōṣaṇā karanā
to protest,verb,a2,transitive,विरोध करना / प्रदर्शन करना / आपत्ति करना,virōdh karanā / pradarśan karanā / āpatti karanā
to prove (to turn out to be),verb,a2,intransitive,साबित होना / निकलना / सिद्ध होना,sābit hōnā / nikalanā / siddh hōnā
"to prove (truth, validity)",verb,a2,transitive,साबित करना / सिद्ध करना / प्रमाणित करना,sābit karanā / siddh karanā / pramāṇit karanā
to punish,verb,a2,transitive,सज़ा देना / दंड देना / दण्डित करना,sazā dēnā / daṁḍa dēnā / daṇḍit karanā
to qualify (a statement),verb,a2,transitive,शर्त लगाना / सीमित करना / स्पष्टीकरण देना,śart lagānā / sīmit karanā / spaṣṭīkaraṇa dēnā
to queue,verb,a2,intransitive,लाइन में लगना / क़तार में लगना / पंक्तिबद्ध होना,lāin mēṁ laganā / qatār mēṁ laganā / paṁktibaddh hōnā
to quit (resign from a job),verb,a2,transitive,नौकरी छोड़ना / इस्तीफ़ा देना / त्यागपत्र देना,naukarī chōṛanā / istīfā dēnā / tyāgapatr dēnā
to quit (stop doing something),verb,a2,transitive,छोड़ना / बंद करना / त्यागना,chōṛanā / baṁd karanā / tyāganā
to quote (a price estimate),verb,a2,transitive,दाम बताना / भाव बताना / अनुमानित मूल्य बताना,dām batānā / bhāv batānā / anumānit mūly batānā
to quote (a price),verb,a2,transitive,दाम बताना / भाव बताना / मूल्य उद्धृत करना,dām batānā / bhāv batānā / mūly uddhr̥t karanā
to recommend (formally endorse),verb,a2,transitive,सिफ़ारिश करना / अनुशंसा करना / सुझाव देना,sifāriśa karanā / anuśaṁsā karanā / sujhāv dēnā
"to reflect (image, light)",verb,a2,transitive,झलकाना / प्रतिबिंबित करना / परावर्तित करना,jhalakānā / pratibiṁbit karanā / parāvartit karanā
to reflect (think deeply),verb,a2,intransitive,सोचना / विचार करना / मनन करना / गहराई से सोचना,sōcanā / vicār karanā / manan karanā / gaharāī sē sōcanā
to refuse (to formally reject a proposal),verb,a2,transitive,मना करना / अस्वीकार करना / खारिज करना,manā karanā / asvīkār karanā / khārij karanā
"to reject (officially, proposal)",verb,a2,transitive,खारिज करना / अस्वीकार करना / नामंज़ूर करना / निरस्त करना,khārij karanā / asvīkār karanā / nāmaṁzūr karanā / nirast karanā
to reject (refuse an offer or request),verb,a2,transitive,मना करना / ठुकरा देना / अस्वीकार करना / खारिज करना,manā karanā / ṭhukarā dēnā / asvīkār karanā / khārij karanā
to reject (refuse an offer),verb,a2,transitive,ठुकरा देना / मना करना / अस्वीकार करना,ṭhukarā dēnā / manā karanā / asvīkār karanā
"to relate (to be relevant, connected)",verb,a2,intransitive,संबंध रखना / जुड़ा होना / संबंधित होना,saṁbaṁdh rakhanā / juṛā hōnā / saṁbaṁdhit hōnā
"to relate (to tell, recount)",verb,a2,transitive,बताना / सुनाना / वर्णन करना / कथा कहना,batānā / sunānā / varṇan karanā / kathā kahanā
to relax (to loosen physical tension),verb,a2,intransitive,आराम करना / ढीला छोड़ना / तनाव मुक्त होना / विश्राम करना,ārām karanā / ḍhīlā chōṛanā / tanāv mukt hōnā / viśrām karanā
"to release (a movie, product, prisoner)",verb,a2,transitive,जारी करना / छोड़ना / रिहा करना / प्रस्तुत करना,jārī karanā / chōṛanā / rihā karanā / prastut karanā
to remain (to continue in a state),verb,a2,intransitive,रहना / बने रहना / शेष रहना / बाक़ी रहना,rahanā / banē rahanā / śēṣa rahanā / bāqī rahanā
to remind (of resemblance),verb,a2,transitive,याद दिलाना / स्मरण कराना / मिलता-जुलता होना,yād dilānā / smaraṇa karānā / milatā-julatā hōnā
"to rent (in, take on lease)",verb,a2,transitive,किराए पर लेना / भाड़े पर लेना / पट्टे पर लेना,kirāē par lēnā / bhāṛē par lēnā / paṭṭē par lēnā
