english_word,word_class,level,verb_transitivity,translation,transliteration
chase,noun,a1,,پِیچھَا (m) / تَاقِیبَ (f) / جُسْتَجُو (f),pīchā (m) / tāqīb (f) / justajū (f)
cheek (impudence),noun,a1,,گُسْتَاخِی (f) / بےءاَدَبِی (f) / جُرَّتَ (f),gustāk͟hī (f) / bēadabī (f) / jurrat (f)
"cheer (good spirits, happiness)",noun,a1,,خُشِی (f) / شَادَمَانِی (f) / مَسَرَّتَ (f),k͟huśī (f) / śādamānī (f) / masarrat (f)
cheer (shout of approval),noun,a1,,نَارَا (m) / شَابَاشِی (f) / جَیَکَارَ (f),nārā (m) / śābāśī (f) / jayakār (f)
chief,noun,a1,,سَرَدَارَ (m) / سَرَغَنَا (m) / رَئِیسَ (m),saradār (m) / saraġanā (m) / raīs (m)
chief (highest in rank),adjective,a1,,آلَا / سَرَپَرَسْتَ / مُکھْیَ,ālā / saraparast / mukhy
"chief (main, principal)",adjective,a1,,اَسَلَ / اَہَمَ / مُکھْیَ,asal / aham / mukhy
choir (architectural section),noun,a1,,گَایَکَ-دَلَ کَا سْتھَانَ (m) / ویدِی-سْتھَلَ (m),gāyak-dal kā sthān (m) / vēdī-sthal (m)
circuit (electrical),noun,a1,,سَرْکِٹَ (m) / پَرِپَتھَ (m),sarkiṭa (m) / paripath (m)
"circuit (route, tour)",noun,a1,,چَکَّرَ (m) / دَورَا (m) / گَشْتَ (f),cakkar (m) / daurā (m) / gaśt (f)
circumstance,noun,a1,,ہَالَتَ (f) / سُورَتَ (f) / وَاقِءآ (m),hālat (f) / sūrat (f) / vāqiā (m)
citizen (national of a country),noun,a1,,شَہَرِی (m) / نَاگَرِکَ (m) / بَاشِن٘دَا (m),śaharī (m) / nāgarik (m) / bāśiṁdā (m)
"citizen (of a city, town, municipal focus)",noun,a1,,شَہَرِی (m) / نَاگَرِکَ (m) / بَاشِن٘دَا (m),śaharī (m) / nāgarik (m) / bāśiṁdā (m)
civil (legal context),adjective,a1,,دِیوَانِی / شَہَرِی,dīvānī / śaharī
civil (polite behavior),adjective,a1,,سَبھْیَ / شَائِسْتَا / مُہَزَّبَ,sabhy / śāistā / muhazzab
"civil (relating to citizens, non-military)",adjective,a1,,نَاگَرِکَ / شَہَرِی / غَیرَ-فَوجِی,nāgarik / śaharī / ġair-faujī
civilization,noun,a1,,سَبھْیَتَا (f) / تَمَدُّنَ (m) / تَہَزِیبَ (f),sabhyatā (f) / tamaddun (m) / tahazīb (f)
classic (literary or artistic work),noun,a1,,کْلَاسِکَ (m) / شَاہَکَارَ (m) / اُمْدَا تَسْنِیفَ (f),klāsik (m) / śāhakār (m) / umdā tasnīf (f)
classic (relating to antiquity or formal study),adjective,a1,,شَاسْتْرِییَ / کْلَاسِکِی / قَدِیمِی,śāstrīy / klāsikī / qadīmī
"classic (standard-setting, high quality)",adjective,a1,,اُتْکْرِشْٹَ / بیمِسَالَ / آلَا,utkr̥ṣṭa / bēmisāl / ālā
classic (timeless style or item),noun,a1,,کْلَاسِکَ (m) / سَدَابَہَارَ چِیزَ (f) / کْلَاسِکِی اَن٘دَازَ (m),klāsik (m) / sadābahār cīz (f) / klāsikī aṁdāz (m)
"clerk (general, older term)",noun,a1,,کْلَرْکَ (m) / مُن٘شِی (m) / لِپِکَ (m) / کَارَکُونَ (m),klark (m) / muṁśī (m) / lipik (m) / kārakūn (m)
clerk (government administrative role),noun,a1,,کْلَرْکَ (m) / مُن٘شِی (m) / کَارَکُونَ (m),klark (m) / muṁśī (m) / kārakūn (m)
cliff,noun,a1,,چَٹَّانَ (f) / کَگَارَ (f) / ٹِیلَا (m),caṭṭān (f) / kagār (f) / ṭīlā (m)
clinic,noun,a1,,کْلِنِکَ (f) / دَوَاخَانَا (m) / شَفَاخَانَا (m),klinik (f) / davāk͟hānā (m) / śafāk͟hānā (m)
clip (ammunition holder),noun,a1,,کْلِپَ (f) / مَیگَزِینَ (f) / کَارَتُوسَ دھَارَکَ (m),klip (f) / maigazīn (f) / kāratūs dhārak (m)
"clip (of video, audio)",noun,a1,,کْلِپَ (f) / اَن٘شَ (m) / قَتَا (m),klip (f) / aṁśa (m) / qatā (m)
close,noun,a1,,اَن٘تَ (m) / اِخْتِتَامَ (m) / اَن٘جَامَ (m),aṁt (m) / ik͟htitām (m) / aṁjām (m)
closely (attentively),adverb,a1,,غَورَ سے / دھْیَانَ سے / تَوَجّوہَ سے,ġaur sē / dhyān sē / tavajjōh sē
"closely (in relationship, linking)",adverb,a1,,قَرِیبَ سے / نَزَدِیکِی سے / بَاہَمِی تَورَ پَرَ,qarīb sē / nazadīkī sē / bāhamī taur par
clumsy (person),adjective,a1,,اَنَاڑِی / بیڈھَن٘گَا / بھون٘ڈَا,anāṛī / bēḍhaṁgā / bhōṁḍā
coincidence,noun,a1,,اِتِّفَاقَ (m) / سَن٘یوگَ (m) / مُوَافَقَتَ (f),ittifāq (m) / saṁyōg (m) / muvāfaqat (f)
collapse,noun,a1,,گِرَاوَٹَ (f) / زَوَالَ (m) / اِنْہِدَامَ (m),girāvaṭa (f) / zavāl (m) / inhidām (m)
"collapse (market, health)",noun,a1,,گِرَاوَٹَ (f) / زَوَالَ (m) / اِنْہِدَامَ (m),girāvaṭa (f) / zavāl (m) / inhidām (m)
"collapse (market, health, system)",noun,a1,,گِرَاوَٹَ (f) / زَوَالَ (m) / اِنْہِدَامَ (m),girāvaṭa (f) / zavāl (m) / inhidām (m)
collapse (physical structure),noun,a1,,ڈھَہَنَا (m) / گِرَنَا (m) / اِنْہِدَامَ (m),ḍhahanā (m) / giranā (m) / inhidām (m)
collector (District Administrative Officer),noun,a1,,کَلیکْٹَرَ (m) / زِلَادھِکَارِی (m) / نَازِمَ (m),kalēkṭar (m) / zilādhikārī (m) / nāzim (m)
"collector (of stamps, items, etc.)",noun,a1,,سَن٘گْرَاہَکَ (m) / جَمَا کَرَنے وَالَا (m),saṁgrāhak (m) / jamā karanē vālā (m)
colony (political state),noun,a1,,اُپَنِویشَ (m) / بَسْتِی (f) / مُسْتَمَرَا (f),upanivēśa (m) / bastī (f) / mustamarā (f)
colony (residential area),noun,a1,,کَالونِی (f) / بَسْتِی (f) / مُہَلَّا (m),kôlōnī (f) / bastī (f) / muhallā (m)
"colourful (vivid, dramatic)",adjective,a1,,رَن٘گِینَ / رَن٘گَ-بِرَن٘گَا / دِلَکَشَ / پُرَ-رَن٘گَ,raṁgīn / raṁg-biraṁgā / dilakaśa / pur-raṁg
combination (code or sequence),noun,a1,,میلَ (m) / تَرَتِیبَ (f) / سَن٘یوجَنَ (m),mēl (m) / taratīb (f) / saṁyōjan (m)
"comfort (solace, consolation)",noun,a1,,تَسَلِّی (f) / دِلَاسَا (m) / سُکُونَ (m),tasallī (f) / dilāsā (m) / sukūn (m)
"comfort (state of ease, luxury)",noun,a1,,آرَامَ (m) / رَاہَتَ (f) / سُکُونَ (m),ārām (m) / rāhat (f) / sukūn (m)
comic,adjective,a1,,مَزَاکِیَا / ہَاسْیَپُورْنَ / زَرِیفَانَا,mazākiyā / hāsyapūrṇa / zarīfānā
"comic (book, magazine)",noun,a1,,کَامِکْسَ (f) / ہَاسْیَ پُسْتَکَ (f) / مَزَاکِیَا کِتَابَ (f),kômiks (f) / hāsy pustak (f) / mazākiyā kitāb (f)
comic (comedian),noun,a1,,کَامیڈِیَنَ (m) / ہَاسْیَ کَلَاکَارَ (m) / مَسَخَرَا (m) / زَرِیفَ (m),kômēḍiyan (m) / hāsy kalākār (m) / masak͟harā (m) / zarīf (m)
command (authority),noun,a1,,ہُکْمَ (m) / اِخْتِیَارَ (m) / قِیَادَتَ (f),hukm (m) / ik͟htiyār (m) / qiyādat (f)
command (order),noun,a1,,ہُکْمَ (m) / فَرَمَانَ (m) / ہِدَایَتَ (f),hukm (m) / faramān (m) / hidāyat (f)
commander (chief officer of a police unit or mission),noun,a1,,کَمَان٘ڈَرَ (m) / سِپَہَسَالَارَ (m) / اَفَسَرَ (m) / سَرَبَرَاہَ (m),kamāṁḍar (m) / sipahasālār (m) / afasar (m) / sarabarāh (m)
commission (official board),noun,a1,,کَمِیشَنَ (m) / آیوگَ (m) / اَن٘جُمَنَ (f) / اِدَارَا (m),kamīśan (m) / āyōg (m) / aṁjuman (f) / idārā (m)
commission (payment fee),noun,a1,,کَمِیشَنَ (m) / دَلَالِی (f) / اُجَرَتَ (f),kamīśan (m) / dalālī (f) / ujarat (f)
commitment (dedication),noun,a1,,لَگَنَ (f) / وَفَادَارِی (f) / جَانِسَارِی (f),lagan (f) / vafādārī (f) / jānisārī (f)
"commitment (obligation, duty)",noun,a1,,زِمّیدَارِی (f) / فَرْزَ (m) / اِلْتِزَامَ (m) / اَہْدَ (m),zimmēdārī (f) / farz (m) / iltizām (m) / ahd (m)
committee,noun,a1,,کَمیٹِی (f) / مَجَلِسَ (f),kamēṭī (f) / majalis (f)
commonly,adverb,a1,,آمَتَورَ پَرَ / اَکْسَرَ,āmataur par / aksar
"comparative (relative, in degree or quality)",adjective,a1,,تُلَنَاتْمَکَ / مُقَابَلَاتِی / نِسْبَتِی,tulanātmak / muqābalātī / nisbatī
completion (of a task),noun,a1,,تَکَمِیلَ (f) / اِخْتِتَامَ (m),takamīl (f) / ik͟htitām (m)
"completion (state of being full, wholeness)",noun,a1,,کَامِلِیَتَ (f) / تَکَمِیلَ (f) / تَمَامِیَتَ (f),kāmiliyat (f) / takamīl (f) / tamāmiyat (f)
"complex (buildings, area)",noun,a1,,کَامْپْلیکْسَ (m) / مَرْکَزَ (m),kômplēks (m) / markaz (m)
complex (psychological state),noun,a1,,کَامْپْلیکْسَ (m) / اُقْدَا (m),kômplēks (m) / uqdā (m)
complex (structure or system),noun,a1,,پیچِیدَا نِزَامَ (m) / پیچِیدَا سَاخْتَ (f),pēcīdā nizām (m) / pēcīdā sāk͟ht (f)
"complicated (relationship, emotional)",adjective,a1,,پیچِیدَا / اُلَجھَا ہُءآ / دُشْوَارَ,pēcīdā / ulajhā huā / duśvār
component (technical unit),noun,a1,,پُرْزَا (m) / ہِسَّا (m) / جُزْوَ (m),purzā (m) / hissā (m) / juzv (m)
composer,noun,a1,,سَن٘گِیتَکَارَ (m) / مُسَنِّفَ (m) / تَسْنِیفَکَارَ (m),saṁgītakār (m) / musannif (m) / tasnīfakār (m)
compound (enclosed area),noun,a1,,اَہَاتَا (m) / گھیرَا (m) / سَہَنَ (m),ahātā (m) / ghērā (m) / sahan (m)
compound (substance),noun,a1,,مُرَکَّبَ (m),murakkab (m)
comprehensive,adjective,a1,,مُکَمَّلَ / جَامےءاَ / تَفَسِیلِی,mukammal / jāmēä / tafasīlī
compulsory,adjective,a1,,زَرُورِی / لَازَمِی / فَرْزِی,zarūrī / lāzamī / farzī
"concentration (density, chemical strength)",noun,a1,,شِدَّتَ (f) / گَاڑھَاپَنَ (m) / تَرَکُّزَ (m),śiddat (f) / gāṛhāpan (m) / tarakkuz (m)
concentration (mental focus),noun,a1,,تَوَجّو (f) / دھْیَانَ (m) / یَکَسُوئِی (f),tavajjō (f) / dhyān (m) / yakasūī (f)
concept (general idea),noun,a1,,خَیَالَ (m) / تَسَوُّرَ (m) / مَفَہُومَ (m),k͟hayāl (m) / tasavvur (m) / mafahūm (m)
concept (theoretical framework),noun,a1,,تَسَوُّرَ (m) / خَیَالَ (m) / مَفْہُومَ (m),tasavvur (m) / k͟hayāl (m) / mafhūm (m)
concern (issue or responsibility),noun,a1,,مَسَلَا (m) / مَامَلَا (m) / زِمّیدَارِی (f) / سَروکَارَ (m),masalā (m) / māmalā (m) / zimmēdārī (f) / sarōkār (m)
concern (worry or anxiety),noun,a1,,فِکْرَ (f) / پَریشَانِی (f) / تَشَوِیشَ (f),fikr (f) / parēśānī (f) / taśavīśa (f)
concerned (anxious),adjective,a1,,پَریشَانَ / فِکْرَمَن٘دَ / مُتَشَوِّشَ,parēśān / fikramaṁd / mutaśavviśa
concerned (relevant),adjective,a1,,مُتَءاَلِّقَ / سَن٘بَن٘دھِتَ / پْرَاسَن٘گِکَ,mutaalliq / saṁbaṁdhit / prāsaṁgik
concerned (worried),adjective,a1,,پَریشَانَ / فِکْرَمَن٘دَ / مُتَشَوِّشَ,parēśān / fikramaṁd / mutaśavviśa
conclusion (of a finding),noun,a1,,نَتِیجَا (m) / ہَاسِلَ (m) / اِخْتِتَامَ (m),natījā (m) / hāsil (m) / ik͟htitām (m)
concrete (evidence),noun,a1,,ٹھوسَ / پُخْتَا / یَقِینِی,ṭhōs / puk͟htā / yaqīnī
concrete (material),adjective,a1,,کَن٘کْرِیٹَ کَا / سِیمین٘ٹَ کَا,kaṁkrīṭa kā / sīmēṁṭa kā
"concrete (specific, tangible)",noun,a1,,ٹھوسَ / وَازیہَ / مُجَسَّمَ,ṭhōs / vāzēh / mujassam
concrete (tangible),adjective,a1,,ٹھوسَ / مُجَسَّمَ / وَازیہَ / ہَقِیقِی,ṭhōs / mujassam / vāzēh / haqīqī
conduct (behavior),noun,a1,,بَرْتَاوَ (m) / سُلُوکَ (m) / رَوَییَا (m) / کِرَدَارَ (m),bartāv (m) / sulūk (m) / ravaiyā (m) / kiradār (m)
conduct (management),noun,a1,,اِن٘تِزَامَ (m) / بَن٘دوبَسْتَ (m) / نَزْمَ (m) / قِیَادَتَ (f),iṁtizām (m) / baṁdōbast (m) / nazm (m) / qiyādat (f)
confidence (confidential information),noun,a1,,رَازَ (m) / بھیدَ (m) / پوشِیدَا بَاتَ (f) / سَرَگوشِی (f),rāz (m) / bhēd (m) / pōśīdā bāt (f) / saragōśī (f)
confidence (self-belief),noun,a1,,آتْمَوِشْوَاسَ (m) / یَقِینَ (m) / خُدَ-اے-ایتِمَادِی (f) / ایتِمَادَ (m),ātmaviśvās (m) / yaqīn (m) / k͟hud-ē-ētimādī (f) / ētimād (m)
"confidence (trust, faith)",noun,a1,,بھَروسَا (m) / یَقِینَ (m) / ایتِمَادَ (m) / اِتَّفَاقَ (m),bharōsā (m) / yaqīn (m) / ētimād (m) / ittafāq (m)
"conflict (clash, incompatibility of ideas, schedules)",noun,a1,,ٹَکَرَاوَ (m) / اِخْتِلَافَ (m) / تَزَادَ (m),ṭakarāv (m) / ik͟htilāf (m) / tazād (m)
conflict (severe disagreement or struggle),noun,a1,,جھَگَڑَا (m) / تَنَازَا (m) / کَشْمَکَشَ (f) / جَن٘گَ (f),jhagaṛā (m) / tanāzā (m) / kaśmakaśa (f) / jaṁg (f)
"confused (disorganized, muddled)",adjective,a1,,اُلَجھَا ہُءآ / پَریشَانَ / مُن٘تَشِرَ / گُمَرَاہَ,ulajhā huā / parēśān / muṁtaśir / gumarāh
confusing,adjective,a1,,اُلَجھَانے وَالَا / پیچِیدَا / مُبَہَمَ / مُشْتَرَکَ,ulajhānē vālā / pēcīdā / mubaham / muśtarak
confusion,noun,a1,,اُلَجھَنَ (f) / پیچِیدَگِی (f) / دُوِدھَا (f) / اِخْتِلَاتَ (m),ulajhan (f) / pēcīdagī (f) / duvidhā (f) / ik͟htilāt (m)
conscious (aware of a specific topic),adjective,a1,,وَاقِفَ / آگَاہَ / بَاخَبَرَ,vāqif / āgāh / bāk͟habar
"conscious (intentional, deliberate)",adjective,a1,,جَانَبُوجھَکَرَ / اِرَادَتَنَ / بَا-شَؤُرَ,jānabūjhakar / irādatan / bā-śaūr
"consequently (formal, written)",adverb,a1,,نَتِیجَتَنَ / لِہَازَا,natījatan / lihāzā
consequently (general),adverb,a1,,اِسَ وَجَہَ سے / اِسَلِئے / لِہَازَا,is vajah sē / isaliē / lihāzā
conservation (scientific principle),noun,a1,,تَہَفُّزَ (m) / ہِفَازَتَ (f),tahaffuz (m) / hifāzat (f)
"conservative (cautious, low estimate)",adjective,a1,,ایہَتِیَاتِی / مُہَافِزَانَا / کَمَ کَرَکے آن٘کَا ہُءآ,ēhatiyātī / muhāfizānā / kam karakē ām̐kā huā
"conservative (modest, traditional style)",adjective,a1,,پَارَن٘پَرِکَ / رُوڑھِوَادِی / مُہَافِزَ,pāraṁparik / rūṛhivādī / muhāfiz
conservative (political ideology),adjective,a1,,رُوڑھِوَادِی / دَکْشِنَپَن٘تھِی / مُہَافِزَ,rūṛhivādī / dakṣiṇapaṁthī / muhāfiz
conservative (political),noun,a1,,رُوڑھِوَادِی (m/f) / دَکْشِنَپَن٘تھِی (m/f) / مُہَافِزَ (m/f),rūṛhivādī (m/f) / dakṣiṇapaṁthī (m/f) / muhāfiz (m/f)
conservative (traditionalist),noun,a1,,رُوڑھِوَادِی (m) / رِوَایَتَ-پَسَن٘دَ (m) / قَدِیمَ-پَسَن٘دَ (m),rūṛhivādī (m) / rivāyat-pasaṁd (m) / qadīm-pasaṁd (m)
considerable,adjective,a1,,کَافِی / خَاسَا / نُمَایَاں,kāfī / k͟hāsā / numāyāṁ
considerably,adverb,a1,,کَافِی ہَدَ تَکَ / بَہُتَ زْیَادَا / نُمَایَاں تَورَ پَرَ,kāfī had tak / bahut zyādā / numāyāṁ taur par
consideration (compensation),noun,a1,,مُءآوَزَا (m) / اَجَرَ (m),muāvazā (m) / ajar (m)
"consideration (kindness, empathy)",noun,a1,,لِہَازَ (m) / ہَمَدَرْدِی (f) / مُرَوَّتَ (f),lihāz (m) / hamadardī (f) / muravvat (f)
consideration (thoughtfulness),noun,a1,,غَورَ (m) / سوچَ-وِچَارَ (m) / تَوَجّوہَ (f),ġaur (m) / sōc-vicār (m) / tavajjōh (f)
consistent (in agreement),adjective,a1,,مُتَابِیقَ / ہَمَ-آہَن٘گَ / مُوَافِقَ,mutābīq / ham-āhaṁg / muvāfiq
consistently (regularly),adverb,a1,,لَگَاتَارَ / بَاقَایَدَگِی سے / مُسْتَقِلَ تَورَ پَرَ,lagātār / bāqāyadagī sē / mustaqil taur par
consistently (without deviation),adverb,a1,,یَکَسَاں / بَغَیرَ تَبْدِیلِی کے / مُسْتَقِلَ مِزَاجِی سے,yakasāṁ / baġair tabdīlī kē / mustaqil mizājī sē
conspiracy,noun,a1,,سَازِشَ (f) / سَازَ-بَازَ (f),sāziśa (f) / sāz-bāz (f)
constant (continuous),adjective,a1,,لَگَاتَارَ / مُسْتَقِلَ / مُسَلَسَلَ,lagātār / mustaqil / musalasal
constant (fixed),adjective,a1,,مُسْتَقِلَ / پَایَدَارَ / سَابِتَ,mustaqil / pāyadār / sābit
constantly (always),adverb,a1,,ہَمیشَا / ہَرَدَمَ / مُسْتَقِلَنَ,hamēśā / haradam / mustaqilan
constantly (continuously),adverb,a1,,لَگَاتَارَ / مُسَلَسَلَ / مُسْتَقِلَنَ,lagātār / musalasal / mustaqilan
construction (of a building),noun,a1,,تَامِیرَ (f) / اِمَارَتَ-سَازِی (f) / تَءاَ'مِیرَ (f),tāmīr (f) / imārat-sāzī (f) / ta'mīr (f)
"construction (structure, arrangement)",noun,a1,,بَنَاوَٹَ (f) / سَاخْتَ (f) / تَشْکِیلَ (f),banāvaṭa (f) / sāk͟ht (f) / taśkīl (f)
consultant (advisor),noun,a1,,مُشِیرَ (m) / سَلَاہَکَارَ (m) / مَاہِرَ-اے-مَشَوَرَا (m),muśīr (m) / salāhakār (m) / māhir-ē-maśavarā (m)
consultant (medical specialist),noun,a1,,مَاہِرَ (m) / مُشِیرَ (m),māhir (m) / muśīr (m)
consumer (biological),noun,a1,,سَارِفَ (m) / اُپَبھوکْتَا (m),sārif (m) / upabhōktā (m)
consumption (economic term),noun,a1,,خَپَتَ (f) / سَرَفَ (m) / اِسْتیہَلَاکَ (m),k͟hapat (f) / saraf (m) / istēhalāk (m)
contact lens,noun,a1,,کَانْٹَیکْٹَ لین٘سَ (m),kônṭaikṭa lēṁs (m)
"contemporary (modern, current)",adjective,a1,,مَوجُودَا / جَدِیدَ / ہَمَ-اَسْرَ,maujūdā / jadīd / ham-asr
contemporary (of the same era),adjective,a1,,ہَمَ-اَسْرَ / سَمَکَالِینَ,ham-asr / samakālīn
contest (formal dispute),noun,a1,,تَنَازَا (m) / بَہَسَ (f) / مُقَابَلَا (m),tanāzā (m) / bahas (f) / muqābalā (m)
contract,noun,a1,,اِقَرَارَنَامَا (m) / مُءآہِدَا (m) / ٹھیکَا (m),iqarāranāmā (m) / muāhidā (m) / ṭhēkā (m)
"contribution (effort, role)",noun,a1,,ہِسَّا (m) / شِرَکَتَ (f) / تَآوُنَ (m),hissā (m) / śirakat (f) / taāvun (m)
controversial,adjective,a1,,بَہَسَ-تَلَبَ / تَنَازے وَالَا / وِوَادَاسْپَدَ,bahas-talab / tanāzē vālā / vivādāspad
controversy,noun,a1,,تَنَازَا (m) / بَہَسَ (f) / وِوَادَ (m),tanāzā (m) / bahas (f) / vivād (m)
convenience (facility or amenity),noun,a1,,سَہُولِیَتَ (f) / آسَانِی (f) / آرَامَ (m),sahūliyat (f) / āsānī (f) / ārām (m)
convention (large meeting),noun,a1,,اِجَلَاسَ (m) / سَمّیلَنَ (m) / مَہَفِلَ (f),ijalās (m) / sammēlan (m) / mahafil (f)
convention (social standard),noun,a1,,رِوَاجَ (m) / رَسْمَ (f) / دَسْتُورَ (m) / رِوَایَتَ (f),rivāj (m) / rasm (f) / dastūr (m) / rivāyat (f)
"conventional (military, weapons)",adjective,a1,,رِوَایَتِی / دَسْتُورِی,rivāyatī / dastūrī
convinced (certain),adjective,a1,,یَقِینِی / مُتَمَئِنَ / قَائِلَ,yaqīnī / mutam:in / qāil
convinced (persuaded),adjective,a1,,رَازِی / مُتَمَئِنَ / قَائِلَ,rāzī / mutam:in / qāil
convincing (argument or evidence),adjective,a1,,ٹھوسَ / اَسَرَدَارَ / قَائِلَ کَرَنے وَالَا / مُسْتَنَدَ,ṭhōs / asaradār / qāil karanē vālā / mustanad
convincing (credible),adjective,a1,,قَابِلَ-اے-ایتَمَادَ / بھَروسیمَن٘دَ / مُسْتَنَدَ,qābil-ē-ētamād / bharōsēmaṁd / mustanad
convincing (performance or appearance),adjective,a1,,اَسَرَدَارَ / ہَقِیقِی / قَابِلَ-اے-یَکِینَ,asaradār / haqīqī / qābil-ē-yakīn
"core (center, innermost part)",adjective,a1,,مَرَکَزِی / اَن٘دَرُونِی / اَسَلَ / بُنِیَادِی,marakazī / aṁdarūnī / asal / buniyādī
core (central physical),adjective,a1,,مَرَکَزِی / اَسَلَ / بُنِیَادِی,marakazī / asal / buniyādī
"core (essential part, gist)",noun,a1,,نِچوڑَ (m) / لُبَّ-اے-لُبَابَ (m) / اَسَلَ (m) / جوہَرَ (m),nicōṛa (m) / lubb-ē-lubāb (m) / asal (m) / jōhar (m)
core (essential),adjective,a1,,بُنِیَادِی / اَسَلَ / مَرَکَزِی / جوہَرِی,buniyādī / asal / marakazī / jōharī
"core (muscles, anatomy)",noun,a1,,کورَ (m) / مَرَکَزِی اَزَلَاتَ (m) / اَسَلَ (m),kōr (m) / marakazī azalāt (m) / asal (m)
core (of a fruit),noun,a1,,گُٹھَلِی (f) / گِرِی (f) / دَرَمِیَانِی ہِسَّا (m) / مَغْزَ (m),guṭhalī (f) / girī (f) / daramiyānī hissā (m) / maġz (m)
corporate,adjective,a1,,کَارْپوریٹَ / نِگَمِی / شَرَکَتِی,kôrpōrēṭa / nigamī / śarakatī
corporation (large business entity),noun,a1,,کَارْپوریشَنَ (f) / نِگَمَ (m) / کَن٘پَنِی (f) / شَرَکَتَ (f),kôrpōrēśan (f) / nigam (m) / kaṁpanī (f) / śarakat (f)
corporation (municipal governing body),noun,a1,,نَگَرَ نِگَمَ (m) / مْیُنِسِپَلَ کَارْپوریشَنَ (f) / بَلَدِیَا (f),nagar nigam (m) / myunisipal kôrpōrēśan (f) / baladiyā (f)
"corridor (geographical, economic route)",noun,a1,,گَلِیَارَا (m) / رَاہَدَارِی (f) / رَاسْتَا (m) / مَارْگَ (m),galiyārā (m) / rāhadārī (f) / rāstā (m) / mārg (m)
council,noun,a1,,کَون٘سِلَ (f) / پَرِشَدَ (f) / مَجَلِسَ (f) / اَن٘جُمَنَ (f),kauṁsil (f) / pariṣad (f) / majalis (f) / aṁjuman (f)
count (legal charge),noun,a1,,اِلْزَامَ (m) / آروپَ (m) / مُقَدَّمَا (m) / فَرْدَ-اے-جُرْمَ (f),ilzām (m) / ārōp (m) / muqaddamā (m) / fard-ē-jurm (f)
counter (surface),noun,a1,,کَاؤُن٘ٹَرَ (m) / میزَ (f) / تَخْتَا (m) / چَبُوتَرَا (m),kāuṁṭar (m) / mēz (f) / tak͟htā (m) / cabūtarā (m)
"counter (token, piece)",noun,a1,,ٹوکَنَ (m) / گوٹِی (f) / موہَرَا (m),ṭōkan (m) / gōṭī (f) / mōharā (m)
county,noun,a1,,زِلَا (m) / کَاؤُن٘ٹِی (f),zilā (m) / kāuṁṭī (f)
courage (valor or heroism),noun,a1,,ہِمَّتَ (f) / ہَوسَلَا (m) / جُرَّتَ (f) / شُجَاءاَتَ (f),himmat (f) / hausalā (m) / jurrat (f) / śujāat (f)
coverage (media reporting),noun,a1,,کَوَریجَ (f) / رِپورْٹِن٘گَ (f) / اِتَّلَاءاَ (f) / نَشْرِیَاتَ (f),kavarēj (f) / ripōrṭiṁg (f) / ittalāä (f) / naśriyāt (f)
"coverage (scope, insurance)",noun,a1,,کَوَریجَ (f) / دَایَرَا (m) / شَمُولِیَتَ (f) / بِیمَا کَوَریجَ (f),kavarēj (f) / dāyarā (m) / śamūliyat (f) / bīmā kavarēj (f)
crack (fissure),noun,a1,,دَرَارَ (f) / شَغَافَ (m) / چِیرَ (f),darār (f) / śaġāf (m) / cīr (f)
crack (sharp sound),noun,a1,,کَڑَکَ (f) / چَٹَکَ (f) / دھَمَاکَا (m),kaṛak (f) / caṭak (f) / dhamākā (m)
craft (vehicle),noun,a1,,یَانَ (m) / پوتَ (m) / سَفِینَا (m) / سَوَارِی (f),yān (m) / pōt (m) / safīnā (m) / savārī (f)
crash (system failure),noun,a1,,کْرَیشَ (m) / ٹھَپَ ہونَا (m) / نَاکَامِی (f),kraiśa (m) / ṭhap hōnā (m) / nākāmī (f)
creation (a work or product),noun,a1,,تَخْلِیقَ (f) / رَچَنَا (f) / پَیدَاوَارَ (f) / کَارَنَامَا (m),tak͟hlīq (f) / racanā (f) / paidāvār (f) / kāranāmā (m)
creation (the act or process),noun,a1,,تَخْلِیقَ (f) / اِیجَادَ (f) / پَیدَائِشَ (f),tak͟hlīq (f) / ījād (f) / paidāiśa (f)
creativity,noun,a1,,تَخْلِیقِیَتَ (f) / اِیجَادِیَتَ (f) / خَلَّاقِیَتَ (f),tak͟hlīqiyat (f) / ījādiyat (f) / k͟hallāqiyat (f)
creature (dependent person),noun,a1,,بَن٘دَا (m) / مَخْلُوقَ (f) / زِی-رُوہَ (m),baṁdā (m) / mak͟hlūq (f) / zī-rūh (m)
crew (informal group of friends),noun,a1,,ٹولِی (f) / گِروہَ (m) / مَن٘ڈَلِی (f),ṭōlī (f) / girōh (m) / maṁḍalī (f)
crisis,noun,a1,,بُہَرَانَ (m) / سَن٘کَٹَ (m) / نَازُکَ سُورَتَ-اے-ہَالَ (f),buharān (m) / saṁkaṭa (m) / nāzuk sūrat-ē-hāl (f)
criterion,noun,a1,,مییَارَ (m) / کَسَوٹِی (f) / پَیمَانَا (m),mēyār (m) / kasauṭī (f) / paimānā (m)
"critic (fault-finder, censorious person)",noun,a1,,نُکْتَاچِینَ (m) / اَیتَرَازَ کَرَنے وَالَا (m) / مُن٘تَقِدَ (m),nuktācīn (m) / aitarāz karanē vālā (m) / muṁtaqid (m)
"critic (professional reviewer, arts)",noun,a1,,نَاقِدَ (m) / مُبَسِّرَ (m) / سَمِیکْشَکَ (m),nāqid (m) / mubassir (m) / samīkṣak (m)
