id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
5419,fake (counterfeit),adjective,b2,nan,నకిలీ / దొంగ,nakilī / doṁga
5420,fake (insincere),adjective,b2,nan,కపటమైన / కృత్రిమమైన / నటించిన,kapaṭamaina / kr̥trimamaina / naṭiṁcina
5421,fame,noun,b2,nan,కీర్తి / ప్రఖ్యాతి / పేరు,kīrti / prakhyāti / pēru
5422,fantasy (genre),noun,b2,nan,ఫాంటసీ / కల్పన,phāṁṭasī / kalpana
5423,fare (cost of journey),noun,b2,nan,ఛార్జీ / కిరాయి / ప్రయాణపు ఖర్చు,chārjī / kirāyi / prayāṇapu kharcu
5424,"fare (food, cuisine)",noun,b2,nan,ఆహారం / భోజనం / వంటకం,āhāraṁ / bhōjanaṁ / vaṁṭakaṁ
5425,fault (blame),noun,b2,nan,తప్పు / లోపం / అపరాధం,tappu / lōpaṁ / aparādhaṁ
5426,fault (defect),noun,b2,nan,లోపం / లోటు / దోషం,lōpaṁ / lōṭu / dōṣaṁ
5427,fault (geological),noun,b2,nan,భూపగులు / చీలిక / ఫాల్ట్,bhūpagulu / cīlika / phālṭ
5428,feather,noun,b2,nan,ఈక / పక్షి ఈక,īka / pakṣi īka
5429,federal,adjective,b2,nan,సమాఖ్య / సమాఖ్య సంబంధిత,samākhya / samākhya saṁbaṁdhita
5430,fee,noun,b2,nan,రుసుము / ఫీజు,rusumu / phīju
5431,feed (animal food),noun,b2,nan,దాణా / పశుగ్రాసం,dāṇā / paśugrāsaṁ
5432,feed (digital stream),noun,b2,nan,ఫీడ్ / ప్రవాహం,phīḍ / pravāhaṁ
5433,"feedback (evaluation, review)",noun,b2,nan,అభిప్రాయం / స్పందన / ఫీడ్‌బ్యాక్,abhiprāyaṁ / spaṁdana / phīḍbyāk
5434,"feel (aptitude, instinct)",noun,b2,nan,సహజ ప్రవృత్తి / అవగాహన,sahaja pravr̥tti / avagāhana
5435,"feel (texture, quality)",noun,b2,nan,స్పర్శ / ఆకృతి,sparśa / ākr̥ti
5436,fellow,adjective,b2,nan,తోటి / సహచర,tōṭi / sahacara
5437,"fever (intense excitement, craze)",noun,b2,nan,ఉత్సాహం / ఉద్వేగం / పిచ్చి,utsāhaṁ / udvēgaṁ / picci
5438,finance,noun,b2,nan,ఆర్థికం / ధనం / నిధులు,ārthikaṁ / dhanaṁ / nidhulu
5439,finding (act of discovery),noun,b2,nan,కనుగొనడం / ఆవిష్కరణ / శోధన,kanugonaḍaṁ / āviṣkaraṇa / śōdhana
5440,"finding (conclusion, result)",noun,b2,nan,ఫలితం / నిర్ధారణ / తీర్పు,phalitaṁ / nirdhāraṇa / tīrpu
5441,firefighter,noun,b2,nan,అగ్నిమాపక సిబ్బంది / ఫైర్‌మెన్,agnimāpaka sibbaṁdi / phairmen
5442,firework,noun,b2,nan,టపాకాయ / బాణసంచా,ṭapākāya / bāṇasaṁcā
5443,firm (adjective - determined),noun,b2,nan,దృఢమైన / స్థిరమైన / నిశ్చయమైన,dr̥ḍhamaina / sthiramaina / niścayamaina
5444,firm (adjective - solid),noun,b2,nan,గట్టి / దృఢమైన,gaṭṭi / dr̥ḍhamaina
5445,firm (physical; solid),adjective,b2,nan,గట్టి / దృఢమైన,gaṭṭi / dr̥ḍhamaina
5446,firm (resolute; definite),adjective,b2,nan,దృఢమైన / స్థిరమైన / నిశ్చయమైన,dr̥ḍhamaina / sthiramaina / niścayamaina
5447,firmly (securely held),adverb,b2,nan,గట్టిగా / దృఢంగా / స్థిరంగా,gaṭṭigā / dr̥ḍhaṁgā / sthiraṁgā
5448,firmly (with resolve),adverb,b2,nan,దృఢంగా / నిశ్చయంగా,dr̥ḍhaṁgā / niścayaṁgā
5449,fix (necessary dose),noun,b2,nan,మోతాదు / డోస్ / వ్యసనం,mōtādu / ḍōs / vyasanaṁ
5450,fix (predicament),noun,b2,nan,చిక్కు / ఇబ్బంది / సంకటం,cikku / ibbaṁdi / saṁkaṭaṁ
5451,flame (online abuse),noun,b2,nan,ఫ్లేమ్ / ఆన్‌లైన్ దూషణ / ఆన్‌లైన్ తిట్లు,phlēm / ānlain dūṣaṇa / ānlain tiṭlu
5452,flash (sudden brief occurrence),noun,b2,nan,మెరుపు / తళుకు / క్షణికం,merupu / taḷuku / kṣaṇikaṁ
5453,flavour (distinctive quality or character),noun,b2,nan,ప్రత్యేకత / లక్షణం / స్వభావం,pratyēkata / lakṣaṇaṁ / svabhāvaṁ
5454,"flexible (adaptable, changeable)",adjective,b2,nan,అనుకూలమైన / మార్పుచెందగల / సరళమైన,anukūlamaina / mārpuceṁdagala / saraḷamaina
5455,flexible (physically bendable),adjective,b2,nan,వంగునట్టి / సాగే / మెత్తని,vaṁgunaṭṭi / sāgē / mettani
5456,flu (influenza),noun,b2,nan,ఫ్లూ / జలుబు / ఇన్‌ఫ్లుయెంజా,phlū / jalubu / inphluyeṁjā
5457,fold (crease),noun,b2,nan,మడత / ముడత,maḍata / muḍata
5458,fold (group),noun,b2,nan,గుంపు / సమూహం / వర్గం,guṁpu / samūhaṁ / vargaṁ
5459,folding,adjective,b2,nan,మడతపెట్టే / మడతబడే,maḍatapeṭṭē / maḍatabaḍē
5460,following,preposition,b2,nan,తరువాత / అనంతరం,taruvāta / anaṁtaraṁ
5461,"following (after, in accordance with)",preposition,b2,nan,ప్రకారం / అనుసరించి / మేరకు,prakāraṁ / anusariṁci / mēraku
5462,fond,adjective,b2,nan,ఇష్టమైన / ప్రీతిపాత్రమైన / అభిమానమైన,iṣṭamaina / prītipātramaina / abhimānamaina
5463,fool (jester),noun,b2,nan,విదూషకుడు / హాస్యనటుడు,vidūṣakuḍu / hāsyanaṭuḍu
5464,fool (stupid person),noun,b2,nan,మూర్ఖుడు / అవివేకి / వెర్రివాడు,mūrkhuḍu / avivēki / verrivāḍu
5465,forecast,noun,b2,nan,అంచనా / ముందస్తు అంచనా / భవిష్యత్ సూచన,aṁcanā / muṁdastu aṁcanā / bhaviṣyat sūcana
5466,format (arrangement),noun,b2,nan,అమరిక / విధానం / శైలి,amarika / vidhānaṁ / śaili
5467,format (file structure),noun,b2,nan,ఫార్మాట్ / స్వరూపం / ఆకృతి,phārmāṭ / svarūpaṁ / ākr̥ti
5468,format (general structure),noun,b2,nan,నిర్మాణం / ఆకృతి / పద్ధతి,nirmāṇaṁ / ākr̥ti / paddhati
5469,formation (physical structure),noun,b2,nan,నిర్మాణం / ఆకృతి / స్వరూపం,nirmāṇaṁ / ākr̥ti / svarūpaṁ
5470,formation (process of creation),noun,b2,nan,ఏర్పాటు / నిర్మాణం / ఆవిర్భావం,ērpāṭu / nirmāṇaṁ / āvirbhāvaṁ
5471,"formation (structure, arrangement)",noun,b2,nan,అమరిక / నిర్మాణం / ఏర్పాటు,amarika / nirmāṇaṁ / ērpāṭu
5472,"formation (the process of forming, shaping)",noun,b2,nan,ఏర్పడటం / రూపుదిద్దడం / నిర్మాణం,ērpaḍaṭaṁ / rūpudiddaḍaṁ / nirmāṇaṁ
5473,"former (previous, prior)",adjective,b2,nan,పూర్వపు / గత / మునుపటి,pūrvapu / gata / munupaṭi
5474,former (the first of two mentioned),adjective,b2,nan,మొదటిది / పూర్వపుది,modaṭidi / pūrvapudi
5475,"formerly (in previous times, historical)",adverb,b2,nan,పూర్వం / గతంలో / ఒకప్పుడు,pūrvaṁ / gataṁlō / okappuḍu
5476,formerly (regarding previous identity or state),adverb,b2,nan,గతంలో / పూర్వం / ఇదివరకు,gataṁlō / pūrvaṁ / idivaraku
5477,"formerly (regarding previous name, title)",adverb,b2,nan,పూర్వం / గతంలో / ఇదివరకు,pūrvaṁ / gataṁlō / idivaraku
5478,fortunate,adjective,b2,nan,అదృష్టకరమైన / శుభకరమైన,adr̥ṣṭakaramaina / śubhakaramaina
5479,"fortune (luck, destiny)",noun,b2,nan,అదృష్టం / విధి / భాగ్యం,adr̥ṣṭaṁ / vidhi / bhāgyaṁ
5480,fortune (wealth),noun,b2,nan,సంపద / ధనం / ఐశ్వర్యం,saṁpada / dhanaṁ / aiśvaryaṁ
5481,forum (online discussion platform),noun,b2,nan,ఫోరం / వేదిక,phōraṁ / vēdika
5482,"forward (behaviorally bold, impertinent)",adjective,b2,nan,ధైర్యం ఎక్కువైన / మొండి / ముదురు,dhairyaṁ ekkuvaina / moṁḍi / muduru
5483,"forward (directional, locational)",adjective,b2,nan,ముందుకు / ముందున్న,muṁduku / muṁdunna
5484,fossil (old-fashioned person),noun,b2,nan,పాతకాలపు మనిషి / కాలం చెల్లిన వ్యక్తి,pātakālapu maniṣi / kālaṁ cellina vyakti
5485,foundation (basis for an idea),noun,b2,nan,ఆధారం / పునాది / మూలం,ādhāraṁ / punādi / mūlaṁ
5486,foundation (charitable organization),noun,b2,nan,ఫౌండేషన్ / సంస్థ / ధర్మసంస్థ,phauṁḍēṣan / saṁstha / dharmasaṁstha
5487,foundation (structural base),noun,b2,nan,పునాది / ఆధారం,punādi / ādhāraṁ
5488,founder,noun,b2,nan,స్థాపకుడు / వ్యవస్థాపకుడు,sthāpakuḍu / vyavasthāpakuḍu
5489,fraction (mathematical),noun,b2,nan,భిన్నం,bhinnaṁ
5490,fraction (very small part or amount),noun,b2,nan,కొద్ది భాగం / అల్పభాగం / స్వల్పం,koddi bhāgaṁ / alpabhāgaṁ / svalpaṁ
5491,fragment,noun,b2,nan,ముక్క / శకలం / చిన్న భాగం,mukka / śakalaṁ / cinna bhāgaṁ
5492,framework (conceptual system),noun,b2,nan,చట్రం / వ్యవస్థ / నిర్మాణం,caṭraṁ / vyavastha / nirmāṇaṁ
5493,framework (structural support),noun,b2,nan,చట్రం / నిర్మాణం / ఆధారం,caṭraṁ / nirmāṇaṁ / ādhāraṁ
5494,"fraud (deception, the crime)",noun,b2,nan,మోసం / వంచన / మోసపూరిత చర్య,mōsaṁ / vaṁcana / mōsapūrita carya
5495,"fraud (person, impostor)",noun,b2,nan,మోసగాడు / వంచకుడు / దొంగ,mōsagāḍu / vaṁcakuḍu / doṁga
5496,"freedom (liberty, political)",noun,b2,nan,స్వాతంత్ర్యం / స్వేచ్ఛ,svātaṁtryaṁ / svēccha
5497,"freedom (salvation, release)",noun,b2,nan,విముక్తి / విడుదల / మోక్షం,vimukti / viḍudala / mōkṣaṁ
5498,"freely (generously, willingly)",adverb,b2,nan,ఉదారంగా / స్వేచ్ఛగా / ఇష్టపూర్వకంగా,udāraṁgā / svēcchagā / iṣṭapūrvakaṁgā
5499,freely (without restriction),adverb,b2,nan,స్వేచ్ఛగా / నిర్బంధం లేకుండా / అడ్డు లేకుండా,svēcchagā / nirbaṁdhaṁ lēkuṁḍā / aḍḍu lēkuṁḍā
5500,"frequency (technical, physics)",noun,b2,nan,పౌనఃపున్యం / ఆవృత్తి,paunaḥpunyaṁ / āvr̥tti
5501,fuel (figurative),noun,b2,nan,ఆజ్యం / ప్రేరణ / ఊతం / ప్రోత్సాహం,ājyaṁ / prēraṇa / ūtaṁ / prōtsāhaṁ
5502,full-time,adverb,b2,nan,పూర్తి సమయం / పూర్తికాలం,pūrti samayaṁ / pūrtikālaṁ
5503,fully,adverb,b2,nan,పూర్తిగా / సంపూర్ణంగా / సమగ్రంగా,pūrtigā / saṁpūrṇaṁgā / samagraṁgā
5504,fund,noun,b2,nan,నిధి / కోశం,nidhi / kōśaṁ
5505,fundamental,adjective,b2,nan,ప్రాథమిక / మౌలిక / మూల,prāthamika / maulika / mūla
5506,fundamentally,adverb,b2,nan,ప్రాథమికంగా / మౌలికంగా,prāthamikaṁgā / maulikaṁgā
5507,funding,noun,b2,nan,నిధులు / ఆర్థిక సహాయం,nidhulu / ārthika sahāyaṁ
5508,furious (extremely angry),adjective,b2,nan,ఆగ్రహంగా ఉన్న / కోపంగా ఉన్న / ఉగ్రమైన,āgrahaṁgā unna / kōpaṁgā unna / ugramaina
5509,"furious (intense, violent, rapid)",adjective,b2,nan,తీవ్రమైన / ఉధృతమైన / వేగవంతమైన,tīvramaina / udhr̥tamaina / vēgavaṁtamaina
5510,future opportunities (plural),noun,b2,nan,భవిష్యత్ అవకాశాలు / రాబోయే అవకాశాలు,bhaviṣyat avakāśālu / rābōyē avakāśālu
5511,gain (advantage or increase),noun,b2,nan,లాభం / ప్రయోజనం / పెరుగుదల,lābhaṁ / prayōjanaṁ / perugudala
5512,gain (profit),noun,b2,nan,లాభం / ఆదాయం / ఆర్జన,lābhaṁ / ādāyaṁ / ārjana
5513,"gaming (gambling, wager)",noun,b2,nan,జూదం / పందెం,jūdaṁ / paṁdeṁ
5514,"gaming (video games, esports)",noun,b2,nan,గేమింగ్ / వీడియో గేమ్స్,gēmiṁg / vīḍiyō gēms
5515,gang (criminal organization),noun,b2,nan,ముఠా / దొంగల గుంపు,muṭhā / doṁgala guṁpu
5516,gang (group of friends),noun,b2,nan,స్నేహితుల గుంపు / బృందం,snēhitula guṁpu / br̥ṁdaṁ
5517,"gay (cheerful, lighthearted)",adjective,b2,nan,సంతోషకరమైన / ఉల్లాసంగా ఉన్న,saṁtōṣakaramaina / ullāsaṁgā unna
5518,gay (referring to sexual orientation),adjective,b2,nan,స్వలింగ సంపర్కుడు / గే,svaliṁga saṁparkuḍu / gē
5519,gender (grammatical classification),noun,b2,nan,లింగం / వ్యాకరణ లింగం,liṁgaṁ / vyākaraṇa liṁgaṁ
5520,gene,noun,b2,nan,జన్యువు,janyuvu
5521,genetic,adjective,b2,nan,జన్యుపరమైన / జన్యు సంబంధిత,janyuparamaina / janyu saṁbaṁdhita
5522,genius,noun,b2,nan,మేధస్సు / ప్రజ్ఞ / ప్రతిభ,mēdhassu / prajña / pratibha
5523,genius (person),noun,b2,nan,మేధావి / ప్రజ్ఞావంతుడు / ప్రతిభాశాలి,mēdhāvi / prajñāvaṁtuḍu / pratibhāśāli
5524,genius (talent),noun,b2,nan,ప్రతిభ / మేధస్సు / ప్రజ్ఞ,pratibha / mēdhassu / prajña
5525,genre,noun,b2,nan,శైలి / వర్గం / రకం,śaili / vargaṁ / rakaṁ
5526,genuine (authentic),adjective,b2,nan,అసలైన / నిజమైన / ప్రామాణికమైన,asalaina / nijamaina / prāmāṇikamaina
5527,genuine (sincere),adjective,b2,nan,నిజమైన / నిష్కపటమైన / హృదయపూర్వకమైన,nijamaina / niṣkapaṭamaina / hr̥dayapūrvakamaina
5528,genuinely (sincerely),adverb,b2,nan,నిజంగా / నిష్కపటంగా / హృదయపూర్వకంగా,nijaṁgā / niṣkapaṭaṁgā / hr̥dayapūrvakaṁgā
5529,"genuinely (truly, actually)",adverb,b2,nan,నిజంగా / వాస్తవంగా / ఖచ్చితంగా,nijaṁgā / vāstavaṁgā / khaccitaṁgā
5530,gesture (movement),noun,b2,nan,సంజ్ఞ / సైగ / కదలిక,saṁjña / saiga / kadalika
5531,gesture (symbolic act of goodwill),noun,b2,nan,సద్భావన / సంజ్ఞ / ఆదరణ,sadbhāvana / saṁjña / ādaraṇa
5532,gesture (symbolic act),noun,b2,nan,సంజ్ఞ / సూచన / ప్రతీక,saṁjña / sūcana / pratīka
5533,giant (leading company or influential person),noun,b2,nan,దిగ్గజం / మహారథుడు / పెద్ద సంస్థ,diggajaṁ / mahārathuḍu / pedda saṁstha
5534,gig (musical performance),noun,b2,nan,సంగీత ప్రదర్శన / ప్రదర్శన / గిగ్,saṁgīta pradarśana / pradarśana / gig
5535,gig (temporary work assignment),noun,b2,nan,తాత్కాలిక పని / ఒప్పంద పని / గిగ్,tātkālika pani / oppaṁda pani / gig
5536,globalization,noun,b2,nan,ప్రపంచీకరణ,prapaṁcīkaraṇa
5537,globe (spherical map model),noun,b2,nan,గ్లోబు / భూగోళం,glōbu / bhūgōḷaṁ
5538,"globe (the planet, the world)",noun,b2,nan,ప్రపంచం / భూమి / భూగోళం,prapaṁcaṁ / bhūmi / bhūgōḷaṁ
5539,glorious (delightful),adjective,b2,nan,అద్భుతమైన / ఆనందకరమైన / మనోహరమైన,adbhutamaina / ānaṁdakaramaina / manōharamaina
5540,glorious (magnificent),adjective,b2,nan,అద్భుతమైన / వైభవమైన / కీర్తివంతమైన,adbhutamaina / vaibhavamaina / kīrtivaṁtamaina
5541,"golden (opportune, excellent)",adjective,b2,nan,సువర్ణ / అద్భుతమైన / శ్రేష్ఠమైన,suvarṇa / adbhutamaina / śrēṣṭhamaina
5542,goodness (exclamation),noun,b2,nan,అయ్యో / దేవుడా / అబ్బా,ayyō / dēvuḍā / abbā
5543,goodness (nutritional or intrinsic value),noun,b2,nan,మంచి / పోషక విలువ / విలువ,maṁci / pōṣaka viluva / viluva
5544,gorgeous (extremely beautiful),adjective,b2,nan,చాలా అందమైన / మనోహరమైన / రమణీయమైన,cālā aṁdamaina / manōharamaina / ramaṇīyamaina
5545,"gorgeous (splendid, wonderful)",adjective,b2,nan,అద్భుతమైన / వైభవమైన / శోభాయమానమైన,adbhutamaina / vaibhavamaina / śōbhāyamānamaina
5546,governor (mechanical regulator),noun,b2,nan,నియంత్రకం / గవర్నర్,niyaṁtrakaṁ / gavarnar
5547,"governor (political, state head)",noun,b2,nan,గవర్నర్ / రాష్ట్రపాలకుడు,gavarnar / rāṣṭrapālakuḍu
5548,"gradual, continuing",adjective,b2,nan,క్రమంగా / నిరంతర / నెమ్మదిగా జరిగే,kramaṁgā / niraṁtara / nemmadigā jarigē
5549,gradually,adverb,b2,nan,క్రమంగా / నెమ్మదిగా / మెల్లమెల్లగా,kramaṁgā / nemmadigā / mellamellagā
5550,"grand (extensive, major scale)",adjective,b2,nan,పెద్ద / విస్తృతమైన / గొప్ప,pedda / vistr̥tamaina / goppa
5551,"grand (magnificent, stately)",adjective,b2,nan,అద్భుతమైన / గొప్ప / వైభవమైన / రాజసమైన,adbhutamaina / goppa / vaibhavamaina / rājasamaina
5552,grant,noun,b2,nan,మంజూరు / నిధులు / సహాయం,maṁjūru / nidhulu / sahāyaṁ
5553,graphic (vividly explicit or violent),adjective,b2,nan,స్పష్టమైన / వివరణాత్మకమైన / భయంకరమైన,spaṣṭamaina / vivaraṇātmakamaina / bhayaṁkaramaina
5554,graphics,noun,b2,nan,గ్రాఫిక్స్ / చిత్రాలు / దృశ్యాలు,grāphiks / citrālu / dr̥śyālu
5555,greatly,adverb,b2,nan,చాలా / ఎక్కువగా / బాగా,cālā / ekkuvagā / bāgā
5556,greenhouse,noun,b2,nan,గ్రీన్‌హౌస్ / హరితగృహం,grīnhaus / haritagr̥haṁ
5557,"grocery (provisions, items)",noun,b2,nan,సరుకులు / కిరాణా సరుకులు / నిత్యావసరాలు,sarukulu / kirāṇā sarukulu / nityāvasarālu
5558,"grocery (store, shop)",noun,b2,nan,కిరాణా కొట్టు / సరుకుల కొట్టు / దుకాణం,kirāṇā koṭṭu / sarukula koṭṭu / dukāṇaṁ
5559,growth (medical mass),noun,b2,nan,కంతి / గడ్డ / పెరుగుదల,kaṁti / gaḍḍa / perugudala
5560,guarantee (warranty document),noun,b2,nan,గ్యారంటీ / హామీ పత్రం / వారంటీ,gyāraṁṭī / hāmī patraṁ / vāraṁṭī
5561,guideline,noun,b2,nan,మార్గదర్శకం / సూచన / నియమం,mārgadarśakaṁ / sūcana / niyamaṁ
5562,"habitat (ecological, technical)",noun,b2,nan,ఆవాసం / నివాసం / నివాస స్థలం,āvāsaṁ / nivāsaṁ / nivāsa sthalaṁ
5563,handle (online identity),noun,b2,nan,హ్యాండిల్ / యూజర్‌నేమ్ / పేరు,hyāṁḍil / yūjarnēm / pēru
5564,harbour,noun,b2,nan,రేవు / ఓడరేవు / నౌకాశ్రయం,rēvu / ōḍarēvu / naukāśrayaṁ
5565,harm,noun,b2,nan,హాని / నష్టం / కీడు,hāni / naṣṭaṁ / kīḍu
5566,harmful (dangerous),adjective,b2,nan,హానికరం / ప్రమాదకరం / చెడు,hānikaraṁ / pramādakaraṁ / ceḍu
5567,headquarters (central or main office),noun,b2,nan,ప్రధాన కార్యాలయం / ముఖ్య కార్యాలయం / హెడ్‌క్వార్టర్స్,pradhāna kāryālayaṁ / mukhya kāryālayaṁ / heḍkvārṭars
5568,healthcare,noun,b2,nan,ఆరోగ్య సంరక్షణ / వైద్య సేవలు,ārōgya saṁrakṣaṇa / vaidya sēvalu
5569,hearing (ability to perceive sound),noun,b2,nan,వినికిడి / శ్రవణం,vinikiḍi / śravaṇaṁ
5570,"hearing (formal inquiry, court proceeding)",noun,b2,nan,విచారణ / వాదన,vicāraṇa / vādana
5571,"heaven (sky, firmament)",noun,b2,nan,ఆకాశం / గగనం / నింగి,ākāśaṁ / gaganaṁ / niṁgi
5572,heel (of a shoe),noun,b2,nan,మడమ / హీల్,maḍama / hīl
5573,hell (mythological underworld or abyss),noun,b2,nan,పాతాళం / నరకం / అధోలోకం,pātāḷaṁ / narakaṁ / adhōlōkaṁ
5574,hell (place of punishment),noun,b2,nan,నరకం / యమలోకం,narakaṁ / yamalōkaṁ
5575,helmet,noun,b2,nan,హెల్మెట్ / శిరస్త్రాణం,helmeṭ / śirastrāṇaṁ
5576,hence (from now),adverb,b2,nan,ఇప్పటి నుండి / ఇకపై / ఇకనుండి,ippaṭi nuṁḍi / ikapai / ikanuṁḍi
5577,hence (therefore),adverb,b2,nan,అందువల్ల / కాబట్టి / ఈ కారణంగా,aṁduvalla / kābaṭṭi / ī kāraṇaṁgā
5578,herb (culinary),noun,b2,nan,ఆకుకూర / సుగంధ మూలిక,ākukūra / sugaṁdha mūlika
5579,herb (medicinal plant),noun,b2,nan,మూలిక / ఔషధ మొక్క / వనమూలిక,mūlika / auṣadha mokka / vanamūlika
5580,hidden (physically concealed),adjective,b2,nan,దాచిన / రహస్యంగా ఉంచిన / కనబడని,dācina / rahasyaṁgā uṁcina / kanabaḍani
5581,hidden (secret or obscure),adjective,b2,nan,రహస్య / గుప్త / అంతర్గత,rahasya / gupta / aṁtargata
5582,high (maximum level),noun,b2,nan,గరిష్ఠ స్థాయి / శిఖరం / ఉన్నత స్థాయి,gariṣṭha sthāyi / śikharaṁ / unnata sthāyi
5583,high (state of euphoria),noun,b2,nan,మత్తు / ఉల్లాస స్థితి,mattu / ullāsa sthiti
5584,highlight (visual element),noun,b2,nan,ముఖ్యాంశం / హైలైట్ / ప్రధాన భాగం,mukhyāṁśaṁ / hailaiṭ / pradhāna bhāgaṁ
5585,highway,noun,b2,nan,రహదారి / జాతీయ రహదారి / హైవే,rahadāri / jātīya rahadāri / haivē
5586,"highway (major state, national road)",noun,b2,nan,జాతీయ రహదారి / రాష్ట్ర రహదారి / హైవే,jātīya rahadāri / rāṣṭra rahadāri / haivē
5587,hilarious,adjective,b2,nan,నవ్వు తెప్పించే / హాస్యభరితమైన / వినోదభరితమైన,navvu teppiṁcē / hāsyabharitamaina / vinōdabharitamaina
5588,hip,noun,b2,nan,తుంటి / కటి,tuṁṭi / kaṭi
5589,hire (person recruited),noun,b2,nan,నియమించబడిన వ్యక్తి / కొత్త ఉద్యోగి,niyamiṁcabaḍina vyakti / kotta udyōgi
5590,hire (rental cost or agreement),noun,b2,nan,అద్దె / కిరాయి / అద్దె ఒప్పందం,adde / kirāyi / adde oppaṁdaṁ
5591,hire (rental cost/agreement),noun,b2,nan,అద్దె / కిరాయి / అద్దె ఒప్పందం,adde / kirāyi / adde oppaṁdaṁ
5592,historian (female),noun,b2,nan,చరిత్రకారిణి / చరిత్రజ్ఞురాలు,caritrakāriṇi / caritrajñurālu
5593,hold (cargo area),noun,b2,nan,సరుకు నిల్వ ప్రాంతం / కార్గో హోల్డ్,saruku nilva prāṁtaṁ / kārgō hōlḍ
5594,hold (grip),noun,b2,nan,పట్టు / గట్టి పట్టు,paṭṭu / gaṭṭi paṭṭu
5595,hold (influence),noun,b2,nan,పట్టు / ప్రభావం / అధికారం,paṭṭu / prabhāvaṁ / adhikāraṁ
5596,hollow (meaningless or vain),adjective,b2,nan,నిస్సారమైన / అర్థం లేని / వ్యర్థమైన,nissāramaina / arthaṁ lēni / vyarthamaina
5597,hollow (meaningless/vain),adjective,b2,nan,నిస్సారమైన / అర్థం లేని / వ్యర్థమైన,nissāramaina / arthaṁ lēni / vyarthamaina
5598,holy,adjective,b2,nan,పవిత్రమైన / పుణ్యమైన / దివ్యమైన,pavitramaina / puṇyamaina / divyamaina
5599,homeless,adjective,b2,nan,నిరాశ్రయులైన / ఇల్లు లేని / ఆశ్రయం లేని,nirāśrayulaina / illu lēni / āśrayaṁ lēni
5600,honesty,noun,b2,nan,నిజాయితీ / సత్యసంధత / నిష్కపటత్వం,nijāyitī / satyasaṁdhata / niṣkapaṭatvaṁ
5601,honour,noun,b2,nan,గౌరవం / మర్యాద / ప్రతిష్ట,gauravaṁ / maryāda / pratiṣṭa
5602,hook (boxing punch),noun,b2,nan,హుక్,huk
5603,hook (memorable element),noun,b2,nan,ఆకర్షణ / ప్రధానాంశం,ākarṣaṇa / pradhānāṁśaṁ
5604,"hook (memorable element, music or advertising)",noun,b2,nan,హుక్ / ప్రధానాకర్షణ,huk / pradhānākarṣaṇa
5605,hopefully,adverb,b2,nan,ఆశాజనకంగా,āśājanakaṁgā
5606,host (computer network),noun,b2,nan,హోస్ట్,hōsṭ
5607,household (pertaining to domestic matters),noun,b2,nan,కుటుంబం / గృహం,kuṭuṁbaṁ / gr̥haṁ
5608,housing (accommodation provision),noun,b2,nan,గృహవసతి / నివాసం / వసతి,gr̥havasati / nivāsaṁ / vasati
5609,"housing (casing, enclosure)",noun,b2,nan,కవచం / ఆవరణ,kavacaṁ / āvaraṇa
5610,human being,noun,b2,nan,మనిషి / మానవుడు / నరుడు,maniṣi / mānavuḍu / naruḍu
5611,humorous,adjective,b2,nan,హాస్యభరితమైన / సరదా,hāsyabharitamaina / saradā
5612,humour (mood or temper),noun,b2,nan,హాస్యం / స్వభావం / మనస్తత్వం,hāsyaṁ / svabhāvaṁ / manastatvaṁ
5613,"hunger (strong desire, craving)",noun,b2,nan,కోరిక / ఆకాంక్ష / దాహం,kōrika / ākāṁkṣa / dāhaṁ
5614,hunt (search),noun,b2,nan,అన్వేషణ / వెతుకులాట / గాలింపు,anvēṣaṇa / vetukulāṭa / gāliṁpu
5615,hunt (systematic search),noun,b2,nan,అన్వేషణ / శోధన / గాలింపు,anvēṣaṇa / śōdhana / gāliṁpu
5616,hunting (search for),noun,b2,nan,అన్వేషణ / వెతుకులాట / వేట,anvēṣaṇa / vetukulāṭa / vēṭa
5617,"hurt (injury, wound)",noun,b2,nan,గాయం / దెబ్బ / క్షతం,gāyaṁ / debba / kṣataṁ
5618,"hurt (pain, distress)",noun,b2,nan,నొప్పి / బాధ / వేదన,noppi / bādha / vēdana
5619,hypothesis,noun,b2,nan,పరికల్పన / ఊహ / ప్రతిపాదన,parikalpana / ūha / pratipādana
5620,icon (computer graphic),noun,b2,nan,ఐకాన్,aikān
5621,icon (person or symbol of status),noun,b2,nan,ప్రతీక / చిహ్నం / ఆదర్శం,pratīka / cihnaṁ / ādarśaṁ
5622,"id (identification document, number)",noun,b2,nan,ఐడి / గుర్తింపు / సంఖ్య,aiḍi / gurtiṁpu / saṁkhya
5623,ideal,noun,b2,nan,ఆదర్శం / లక్ష్యం,ādarśaṁ / lakṣyaṁ
5624,identical,adjective,b2,nan,ఒకే రకమైన / సమానమైన / అచ్చం,okē rakamaina / samānamaina / accaṁ
5625,illusion,noun,b2,nan,భ్రమ / మాయ / మిథ్య,bhrama / māya / mithya
5626,illustration (example),noun,b2,nan,ఉదాహరణ,udāharaṇa
5627,illustration (picture),noun,b2,nan,బొమ్మ / చిత్రం / ఇలస్ట్రేషన్,bomma / citraṁ / ilasṭrēṣan
5628,"imagination (faculty, power)",noun,b2,nan,ఊహ / కల్పన,ūha / kalpana
5629,immigration,noun,b2,nan,వలస / వలసరాక / వలసప్రవేశం,valasa / valasarāka / valasapravēśaṁ
