id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
5452,flash (sudden brief occurrence),noun,b2,nan,மின்னல் / திடீர் தோற்றம் / கணப்பொழுது,miṉṉal / tiṭīr tōṟṟam / kaṇappoḻutu
5453,flavour (distinctive quality or character),noun,b2,nan,தனித்துவம் / சிறப்பு / இயல்பு,taṉittuvam / ciṟappu / iyalpu
5454,"flexible (adaptable, changeable)",adjective,b2,nan,வளைந்து கொடுக்கும் / நெகிழ்வான / இணக்கமான,vaḷaintu koṭukkum / nekiḻvāṉa / iṇakkamāṉa
5455,flexible (physically bendable),adjective,b2,nan,வளையும் / நெகிழும் / மிருதுவான,vaḷaiyum / nekiḻum / mirutuvāṉa
5456,flu (influenza),noun,b2,nan,காய்ச்சல் / இன்ஃப்ளூயன்சா,kāyccal / iṉfḷūyaṉcā
5457,fold (crease),noun,b2,nan,மடிப்பு / சுருக்கம்,maṭippu / curukkam
5458,fold (group),noun,b2,nan,கூட்டம் / குழு / சமுதாயம்,kūṭṭam / kuḻu / camutāyam
5459,folding,adjective,b2,nan,மடிக்கும் / மடக்கக்கூடிய,maṭikkum / maṭakkakkūṭiya
5460,following,preposition,b2,nan,அடுத்து / பின்வரும் / தொடர்ந்து,aṭuttu / piṉvarum / toṭarntu
5461,"following (after, in accordance with)",preposition,b2,nan,பிறகு / பின்னர் / அதன்படி,piṟaku / piṉṉar / ataṉpaṭi
5462,fond,adjective,b2,nan,விருப்பமுள்ள / பிரியமான / ஆசைப்படும்,viruppamuḷḷa / piriyamāṉa / ācaippaṭum
5463,fool (jester),noun,b2,nan,கோமாளி / விதூஷகன்,kōmāḷi / vitūṣakaṉ
5464,fool (stupid person),noun,b2,nan,முட்டாள் / அறிவிலி / பைத்தியம்,muṭṭāḷ / aṟivili / paittiyam
5465,forecast,noun,b2,nan,முன்னறிவிப்பு / கணிப்பு / எதிர்வுகூறல்,muṉṉaṟivippu / kaṇippu / etirvukūṟal
5466,format (arrangement),noun,b2,nan,வடிவம் / அமைப்பு / ஒழுங்கு,vaṭivam / amaippu / oḻuṅku
5467,format (file structure),noun,b2,nan,கோப்பு வடிவம் / கோப்பு அமைப்பு,kōppu vaṭivam / kōppu amaippu
5468,format (general structure),noun,b2,nan,பொது வடிவம் / கட்டமைப்பு,potu vaṭivam / kaṭṭamaippu
5469,formation (physical structure),noun,b2,nan,அமைப்பு / உருவாக்கம் / வடிவம்,amaippu / uruvākkam / vaṭivam
5470,formation (process of creation),noun,b2,nan,உருவாக்கும் செயல்முறை / தோற்றம்,uruvākkum ceyalmuṟai / tōṟṟam
5471,"formation (structure, arrangement)",noun,b2,nan,அமைப்பு / ஒழுங்கு / வரிசை,amaippu / oḻuṅku / varicai
5472,"formation (the process of forming, shaping)",noun,b2,nan,உருவாக்கம் / வடிவாக்கம்,uruvākkam / vaṭivākkam
5473,"former (previous, prior)",adjective,b2,nan,முன்னாள் / முந்தைய / கடந்த,muṉṉāḷ / muntaiya / kaṭanta
5474,former (the first of two mentioned),adjective,b2,nan,முதல் / முந்தையது,mutal / muntaiyatu
5475,"formerly (in previous times, historical)",adverb,b2,nan,முன்னொரு காலத்தில் / முன்பு / முற்காலத்தில்,muṉṉoru kālattil / muṉpu / muṟkālattil
5476,formerly (regarding previous identity or state),adverb,b2,nan,முன்னர் / முன்பு / முன்னதாக,muṉṉar / muṉpu / muṉṉatāka
5477,"formerly (regarding previous name, title)",adverb,b2,nan,முன்பு / முன்னர் / முன்னதாக,muṉpu / muṉṉar / muṉṉatāka
5478,fortunate,adjective,b2,nan,அதிர்ஷ்டசாலி / பாக்கியசாலி / நற்பேறுடைய,atirṣṭacāli / pākkiyacāli / naṟpēṟuṭaiya
5479,"fortune (luck, destiny)",noun,b2,nan,அதிர்ஷ்டம் / விதி / தலைவிதி / நற்பேறு,atirṣṭam / viti / talaiviti / naṟpēṟu
5480,fortune (wealth),noun,b2,nan,செல்வம் / சொத்து / பெரும் பணம்,celvam / cottu / perum paṇam
5481,forum (online discussion platform),noun,b2,nan,மன்றம் / கலந்துரையாடல் களம் / இணைய மன்றம்,maṉṟam / kalanturaiyāṭal kaḷam / iṇaiya maṉṟam
5482,"forward (behaviorally bold, impertinent)",adjective,b2,nan,துணிச்சலான / திமிரான / அநாகரிகமான,tuṇiccalāṉa / timirāṉa / anākarikamāṉa
5483,"forward (directional, locational)",adjective,b2,nan,முன்னோக்கிய / முன்,muṉṉōkkiya / muṉ
5484,fossil (old-fashioned person),noun,b2,nan,பழமைவாதி / பழைய ஆள்,paḻamaivāti / paḻaiya āḷ
5485,foundation (basis for an idea),noun,b2,nan,அடிப்படை / ஆதாரம் / அடித்தளம்,aṭippaṭai / ātāram / aṭittaḷam
5486,foundation (charitable organization),noun,b2,nan,அறக்கட்டளை / நிறுவனம்,aṟakkaṭṭaḷai / niṟuvaṉam
5487,foundation (structural base),noun,b2,nan,அடித்தளம் / அஸ்திவாரம்,aṭittaḷam / astivāram
5488,founder,noun,b2,nan,நிறுவனர் / ஸ்தாபகர் / தோற்றுவிப்பாளர்,niṟuvaṉar / stāpakar / tōṟṟuvippāḷar
5489,fraction (mathematical),noun,b2,nan,பின்னம்,piṉṉam
5490,fraction (very small part or amount),noun,b2,nan,சிறு பகுதி / ஒரு துளி,ciṟu pakuti / oru tuḷi
5491,fragment,noun,b2,nan,துண்டு / சிதறல் / உடைசல்,tuṇṭu / citaṟal / uṭaical
5492,framework (conceptual system),noun,b2,nan,கட்டமைப்பு / கோட்பாடு / அடிப்படை,kaṭṭamaippu / kōṭpāṭu / aṭippaṭai
5493,framework (structural support),noun,b2,nan,சட்டகம் / கட்டமைப்பு,caṭṭakam / kaṭṭamaippu
5494,"fraud (deception, the crime)",noun,b2,nan,மோசடி / ஏமாற்று,mōcaṭi / ēmāṟṟu
5495,"fraud (person, impostor)",noun,b2,nan,மோசடிக்காரன் / ஏமாற்றுக்காரன் / பாசாங்குக்காரன்,mōcaṭikkāraṉ / ēmāṟṟukkāraṉ / pācāṅkukkāraṉ
5496,"freedom (liberty, political)",noun,b2,nan,சுதந்திரம் / விடுதலை / உரிமை,cutantiram / viṭutalai / urimai
5497,"freedom (salvation, release)",noun,b2,nan,விடுதலை / மீட்பு / விமோசனம்,viṭutalai / mīṭpu / vimōcaṉam
5498,"freely (generously, willingly)",adverb,b2,nan,தாராளமாக / மனமுவந்து,tārāḷamāka / maṉamuvantu
5499,freely (without restriction),adverb,b2,nan,சுதந்திரமாக / தடையின்றி / கட்டுப்பாடின்றி,cutantiramāka / taṭaiyiṉṟi / kaṭṭuppāṭiṉṟi
5500,"frequency (technical, physics)",noun,b2,nan,அதிர்வெண் / அலைவெண்,atirveṇ / alaiveṇ
5501,fuel (figurative),noun,b2,nan,தூண்டுதல் / உந்துசக்தி,tūṇṭutal / untucakti
5502,full-time,adverb,b2,nan,முழுநேரம் / முழுநேரமாக,muḻunēram / muḻunēramāka
5503,fully,adverb,b2,nan,முழுமையாக / முற்றிலும்,muḻumaiyāka / muṟṟilum
5504,fund,noun,b2,nan,நிதி / திரட்டு / சேமநிதி,niti / tiraṭṭu / cēmaniti
5505,fundamental,adjective,b2,nan,அடிப்படை / மூல / ஆதாரமான,aṭippaṭai / mūla / ātāramāṉa
5506,fundamentally,adverb,b2,nan,அடிப்படையில் / மூலமாக,aṭippaṭaiyil / mūlamāka
5507,funding,noun,b2,nan,நிதி உதவி / நிதியளிப்பு / நிதி ஒதுக்கீடு,niti utavi / nitiyaḷippu / niti otukkīṭu
5508,furious (extremely angry),adjective,b2,nan,கோபமான / ஆத்திரமான / சீற்றமான,kōpamāṉa / āttiramāṉa / cīṟṟamāṉa
5509,"furious (intense, violent, rapid)",adjective,b2,nan,தீவிரமான / வேகமான / உக்கிரமான,tīviramāṉa / vēkamāṉa / ukkiramāṉa
5510,future opportunities (plural),noun,b2,nan,எதிர்கால வாய்ப்புகள் / வருங்காலச் சந்தர்ப்பங்கள்,etirkāla vāyppukaḷ / varuṅkālac cantarppaṅkaḷ
5511,gain (advantage or increase),noun,b2,nan,ஆதாயம் / இலாபம் / நன்மை,ātāyam / ilāpam / naṉmai
5512,gain (profit),noun,b2,nan,இலாபம் / ஆதாயம் / வருவாய்,ilāpam / ātāyam / varuvāy
5513,"gaming (gambling, wager)",noun,b2,nan,சூதாட்டம் / பந்தயம்,cūtāṭṭam / pantayam
5514,"gaming (video games, esports)",noun,b2,nan,கேமிங் / காணொளி விளையாட்டு / மின் விளையாட்டு,kēmiṅ / kāṇoḷi viḷaiyāṭṭu / miṉ viḷaiyāṭṭu
5515,gang (criminal organization),noun,b2,nan,கும்பல் / ரவுடிக் கும்பல்,kumpal / ravuṭik kumpal
5516,gang (group of friends),noun,b2,nan,நண்பர்கள் குழு / தோழர் கூட்டம்,naṇparkaḷ kuḻu / tōḻar kūṭṭam
5517,"gay (cheerful, lighthearted)",adjective,b2,nan,மகிழ்ச்சியான / கலகலப்பான,makiḻcciyāṉa / kalakalappāṉa
5518,gay (referring to sexual orientation),adjective,b2,nan,ஓரினச்சேர்க்கை / கே,ōriṉaccērkkai / kē
5519,gender (grammatical classification),noun,b2,nan,பால் / இலக்கணப் பால்,pāl / ilakkaṇap pāl
5520,gene,noun,b2,nan,மரபணு,marapaṇu
5521,genetic,adjective,b2,nan,மரபியல் / மரபணு சார்ந்த,marapiyal / marapaṇu cārnta
5522,genius,noun,b2,nan,மேதைமை / புத்திசாலித்தனம்,mētaimai / putticālittaṉam
5523,genius (person),noun,b2,nan,மேதை / புத்திசாலி,mētai / putticāli
5524,genius (talent),noun,b2,nan,மேதைமை / திறமை / புத்திசாலித்தனம்,mētaimai / tiṟamai / putticālittaṉam
5525,genre,noun,b2,nan,வகை / பாணி / பிரிவு,vakai / pāṇi / pirivu
5526,genuine (authentic),adjective,b2,nan,உண்மையான / அசல் / நம்பகமான,uṇmaiyāṉa / acal / nampakamāṉa
5527,genuine (sincere),adjective,b2,nan,உண்மையான / நேர்மையான / கபடமற்ற,uṇmaiyāṉa / nērmaiyāṉa / kapaṭamaṟṟa
5528,genuinely (sincerely),adverb,b2,nan,உண்மையாக / நேர்மையாக / மனப்பூர்வமாக,uṇmaiyāka / nērmaiyāka / maṉappūrvamāka
5529,"genuinely (truly, actually)",adverb,b2,nan,உண்மையாக / உண்மையில் / மெய்யாகவே,uṇmaiyāka / uṇmaiyil / meyyākavē
5530,gesture (movement),noun,b2,nan,சைகை / அசைவு,caikai / acaivu
5531,gesture (symbolic act of goodwill),noun,b2,nan,நல்லெண்ணச் செயல் / அறிகுறி,nalleṇṇac ceyal / aṟikuṟi
5532,gesture (symbolic act),noun,b2,nan,அடையாளச் செயல் / அறிகுறி,aṭaiyāḷac ceyal / aṟikuṟi
5533,giant (leading company or influential person),noun,b2,nan,பெருநிறுவனம் / ஜாம்பவான் / பெரும்புள்ளி,peruniṟuvaṉam / jāmpavāṉ / perumpuḷḷi
5534,gig (musical performance),noun,b2,nan,இசை நிகழ்ச்சி / கச்சேரி,icai nikaḻcci / kaccēri
5535,gig (temporary work assignment),noun,b2,nan,தற்காலிக வேலை / ஒப்பந்த வேலை,taṟkālika vēlai / oppanta vēlai
5536,globalization,noun,b2,nan,உலகமயமாக்கல்,ulakamayamākkal
5537,globe (spherical map model),noun,b2,nan,பூகோள உருண்டை / கோளம்,pūkōḷa uruṇṭai / kōḷam
5538,"globe (the planet, the world)",noun,b2,nan,உலகம் / பூமி / புவி,ulakam / pūmi / puvi
5539,glorious (delightful),adjective,b2,nan,அற்புதமான / இனிமையான / மகிழ்வான,aṟputamāṉa / iṉimaiyāṉa / makiḻvāṉa
5540,glorious (magnificent),adjective,b2,nan,புகழ்பெற்ற / கம்பீரமான / பெருமைமிக்க,pukaḻpeṟṟa / kampīramāṉa / perumaimikka
5541,"golden (opportune, excellent)",adjective,b2,nan,பொன்னான / அரிய / சிறந்த,poṉṉāṉa / ariya / ciṟanta
5542,goodness (exclamation),noun,b2,nan,ஐயோ / அடடா / கடவுளே,aiyō / aṭaṭā / kaṭavuḷē
5543,goodness (nutritional or intrinsic value),noun,b2,nan,சத்து / நன்மை / தரம்,cattu / naṉmai / taram
5544,gorgeous (extremely beautiful),adjective,b2,nan,அழகிய / மனதை மயக்கும் / கவர்ச்சியான,aḻakiya / maṉatai mayakkum / kavarcciyāṉa
5545,"gorgeous (splendid, wonderful)",adjective,b2,nan,அற்புதமான / கம்பீரமான / சிறப்பான,aṟputamāṉa / kampīramāṉa / ciṟappāṉa
5546,governor (mechanical regulator),noun,b2,nan,வேகக்கட்டுப்பாட்டுக் கருவி / சீராக்கி,vēkakkaṭṭuppāṭṭuk karuvi / cīrākki
5547,"governor (political, state head)",noun,b2,nan,ஆளுநர் / மாநிலத் தலைவர்,āḷunar / mānilat talaivar
5548,"gradual, continuing",adjective,b2,nan,படிப்படியான / தொடர்ச்சியான / மெதுவான,paṭippaṭiyāṉa / toṭarcciyāṉa / metuvāṉa
5549,gradually,adverb,b2,nan,படிப்படியாக / மெதுவாக / கொஞ்சம் கொஞ்சமாக,paṭippaṭiyāka / metuvāka / koñcam koñcamāka
5550,"grand (extensive, major scale)",adjective,b2,nan,பெரிய / பிரம்மாண்டமான / பரந்த,periya / pirammāṇṭamāṉa / paranta
5551,"grand (magnificent, stately)",adjective,b2,nan,கம்பீரமான / பிரம்மாண்டமான / அற்புதமான,kampīramāṉa / pirammāṇṭamāṉa / aṟputamāṉa
5552,grant,noun,b2,nan,மானியம் / நிதி உதவி / நன்கொடை,māṉiyam / niti utavi / naṉkoṭai
5553,graphic (vividly explicit or violent),adjective,b2,nan,தெளிவான / வெளிப்படையான / வன்முறை நிறைந்த,teḷivāṉa / veḷippaṭaiyāṉa / vaṉmuṟai niṟainta
5554,graphics,noun,b2,nan,வரைகலை / கிராபிக்ஸ்,varaikalai / kirāpiks
5555,greatly,adverb,b2,nan,மிகவும் / பெரிதும் / அதிகமாக,mikavum / peritum / atikamāka
5556,greenhouse,noun,b2,nan,பசுமைக்குடில் / கண்ணாடி வீடு,pacumaikkuṭil / kaṇṇāṭi vīṭu
5557,"grocery (provisions, items)",noun,b2,nan,மளிகை பொருட்கள் / உணவுப் பொருட்கள்,maḷikai poruṭkaḷ / uṇavup poruṭkaḷ
5558,"grocery (store, shop)",noun,b2,nan,மளிகைக்கடை / பலசரக்குக் கடை,maḷikaikkaṭai / palacarakkuk kaṭai
5559,growth (medical mass),noun,b2,nan,கட்டி / வளர்ச்சி,kaṭṭi / vaḷarcci
5560,guarantee (warranty document),noun,b2,nan,உத்தரவாதம் / உறுதிமொழி / காப்புறுதி,uttaravātam / uṟutimoḻi / kāppuṟuti
5561,guideline,noun,b2,nan,வழிகாட்டுதல் / நெறிமுறை / வழிகாட்டி,vaḻikāṭṭutal / neṟimuṟai / vaḻikāṭṭi
5562,"habitat (ecological, technical)",noun,b2,nan,வாழ்விடம் / உறைவிடம் / வாழிடம்,vāḻviṭam / uṟaiviṭam / vāḻiṭam
5563,handle (online identity),noun,b2,nan,பயனர் பெயர் / அடையாளப்பெயர் / ஹேண்டில்,payaṉar peyar / aṭaiyāḷappeyar / hēṇṭil
5564,harbour,noun,b2,nan,துறைமுகம் / துறை,tuṟaimukam / tuṟai
5565,harm,noun,b2,nan,தீங்கு / சேதம் / காயம்,tīṅku / cētam / kāyam
5566,harmful (dangerous),adjective,b2,nan,தீங்கு விளைவிக்கும் / ஆபத்தான / கேடு விளைவிக்கும்,tīṅku viḷaivikkum / āpattāṉa / kēṭu viḷaivikkum
5567,headquarters (central or main office),noun,b2,nan,தலைமை அலுவலகம் / தலைமையகம்,talaimai aluvalakam / talaimaiyakam
5568,healthcare,noun,b2,nan,சுகாதாரப் பாதுகாப்பு / மருத்துவ சேவை,cukātārap pātukāppu / maruttuva cēvai
5569,hearing (ability to perceive sound),noun,b2,nan,கேட்கும் திறன் / செவித்திறன்,kēṭkum tiṟaṉ / cevittiṟaṉ
5570,"hearing (formal inquiry, court proceeding)",noun,b2,nan,விசாரணை / வழக்கு விசாரணை,vicāraṇai / vaḻakku vicāraṇai
5571,"heaven (sky, firmament)",noun,b2,nan,வானம் / ஆகாயம்,vāṉam / ākāyam
5572,heel (of a shoe),noun,b2,nan,குதிகால்,kutikāl
5573,hell (mythological underworld or abyss),noun,b2,nan,பாதாளம் / நரகம்,pātāḷam / narakam
5574,hell (place of punishment),noun,b2,nan,நரகம் / தண்டனைக்குரிய இடம்,narakam / taṇṭaṉaikkuriya iṭam
5575,helmet,noun,b2,nan,ஹெல்மெட் / தலைக்கவசம்,helmeṭ / talaikkavacam
5576,hence (from now),adverb,b2,nan,இனிமேல் / இப்போதிருந்து,iṉimēl / ippōtiruntu
5577,hence (therefore),adverb,b2,nan,அதனால் / எனவே / ஆகையால்,ataṉāl / eṉavē / ākaiyāl
5578,herb (culinary),noun,b2,nan,சமையல் மூலிகை / மூலிகை,camaiyal mūlikai / mūlikai
5579,herb (medicinal plant),noun,b2,nan,மூலிகை / மருந்துச் செடி,mūlikai / maruntuc ceṭi
5580,hidden (physically concealed),adjective,b2,nan,மறைந்த / ஒளிந்த,maṟainta / oḷinta
5581,hidden (secret or obscure),adjective,b2,nan,இரகசியமான / மறைவான / புதிரான,irakaciyamāṉa / maṟaivāṉa / putirāṉa
5582,high (maximum level),noun,b2,nan,உச்சம் / உயரம்,uccam / uyaram
5583,high (state of euphoria),noun,b2,nan,போதை / உச்சகட்ட மகிழ்ச்சி,pōtai / uccakaṭṭa makiḻcci
5584,highlight (visual element),noun,b2,nan,முக்கிய அம்சம் / சிறப்பம்சம்,mukkiya amcam / ciṟappamcam
5585,highway,noun,b2,nan,நெடுஞ்சாலை,neṭuñcālai
5586,"highway (major state, national road)",noun,b2,nan,தேசிய நெடுஞ்சாலை / மாநில நெடுஞ்சாலை / நெடுஞ்சாலை,tēciya neṭuñcālai / mānila neṭuñcālai / neṭuñcālai
5587,hilarious,adjective,b2,nan,மிகவும் வேடிக்கையான / சிரிப்பூட்டும் / நகைச்சுவையான,mikavum vēṭikkaiyāṉa / cirippūṭṭum / nakaiccuvaiyāṉa
5588,hip,noun,b2,nan,இடுப்பு,iṭuppu
5589,hire (person recruited),noun,b2,nan,பணியமர்த்தப்பட்டவர் / புதிதாகச் சேர்ந்தவர்,paṇiyamarttappaṭṭavar / putitākac cērntavar
5590,hire (rental cost or agreement),noun,b2,nan,வாடகை / வாடகை ஒப்பந்தம்,vāṭakai / vāṭakai oppantam
5591,hire (rental cost/agreement),noun,b2,nan,வாடகை / வாடகை ஒப்பந்தம்,vāṭakai / vāṭakai oppantam
5592,historian (female),noun,b2,nan,வரலாற்றாசிரியர் / பெண் வரலாற்றாசிரியர்,varalāṟṟāciriyar / peṇ varalāṟṟāciriyar
5593,hold (cargo area),noun,b2,nan,சரக்கு அறை / சரக்குக் கிடங்கு,carakku aṟai / carakkuk kiṭaṅku
5594,hold (grip),noun,b2,nan,பிடி / பிடிப்பு,piṭi / piṭippu
5595,hold (influence),noun,b2,nan,செல்வாக்கு / பிடிமானம்,celvākku / piṭimāṉam
5596,hollow (meaningless or vain),adjective,b2,nan,அர்த்தமற்ற / பயனற்ற / வெற்று,arttamaṟṟa / payaṉaṟṟa / veṟṟu
5597,hollow (meaningless/vain),adjective,b2,nan,அர்த்தமற்ற / பயனற்ற / வெற்று,arttamaṟṟa / payaṉaṟṟa / veṟṟu
5598,holy,adjective,b2,nan,புனிதமான / தெய்வீகமான / தூய,puṉitamāṉa / teyvīkamāṉa / tūya
5599,homeless,adjective,b2,nan,வீடற்ற / இருப்பிடமற்ற / ஆதரவற்ற,vīṭaṟṟa / iruppiṭamaṟṟa / ātaravaṟṟa
5600,honesty,noun,b2,nan,நேர்மை / உண்மைத்தன்மை / வாய்மை,nērmai / uṇmaittaṉmai / vāymai
5601,honour,noun,b2,nan,கௌரவம் / மாண்பு / சிறப்பு / மரியாதை,kauravam / māṇpu / ciṟappu / mariyātai
5602,hook (boxing punch),noun,b2,nan,ஹூக் குத்து / வளைவு குத்து,hūk kuttu / vaḷaivu kuttu
5603,hook (memorable element),noun,b2,nan,கவரும் அம்சம் / ஈர்க்கும் பகுதி / கவர்ச்சி அம்சம்,kavarum amcam / īrkkum pakuti / kavarcci amcam
5604,"hook (memorable element, music or advertising)",noun,b2,nan,கவரும் அம்சம் / ஈர்க்கும் பகுதி / கவர்ச்சி அம்சம்,kavarum amcam / īrkkum pakuti / kavarcci amcam
5605,hopefully,adverb,b2,nan,நம்பிக்கையுடன் / நம்புகிறேன்,nampikkaiyuṭaṉ / nampukiṟēṉ
5606,host (computer network),noun,b2,nan,ஹோஸ்ட் / வழங்கன்,hōsṭ / vaḻaṅkaṉ
5607,household (pertaining to domestic matters),noun,b2,nan,குடும்பம் / வீட்டு விவகாரங்கள்,kuṭumpam / vīṭṭu vivakāraṅkaḷ
5608,housing (accommodation provision),noun,b2,nan,குடியிருப்பு / வீட்டு வசதி / இருப்பிடம்,kuṭiyiruppu / vīṭṭu vacati / iruppiṭam
5609,"housing (casing, enclosure)",noun,b2,nan,உறை / கவசம் / பெட்டி,uṟai / kavacam / peṭṭi
5610,human being,noun,b2,nan,மனிதன் / மனிதர் / மனித இனம்,maṉitaṉ / maṉitar / maṉita iṉam
5611,humorous,adjective,b2,nan,நகைச்சுவையான / வேடிக்கையான,nakaiccuvaiyāṉa / vēṭikkaiyāṉa
5612,humour (mood or temper),noun,b2,nan,மனநிலை / குணம்,maṉanilai / kuṇam
5613,"hunger (strong desire, craving)",noun,b2,nan,ஆசை / ஆர்வம் / பேரார்வம்,ācai / ārvam / pērārvam
5614,hunt (search),noun,b2,nan,தேடல் / தேடுதல் / ஆய்வு,tēṭal / tēṭutal / āyvu
5615,hunt (systematic search),noun,b2,nan,தேடல் / தேடுதல் / ஆய்வு,tēṭal / tēṭutal / āyvu
5616,hunting (search for),noun,b2,nan,தேடல் / தேடுதல் / ஆய்வு,tēṭal / tēṭutal / āyvu
5617,"hurt (injury, wound)",noun,b2,nan,காயம் / அடி / புண்,kāyam / aṭi / puṇ
5618,"hurt (pain, distress)",noun,b2,nan,வலி / வேதனை / துன்பம்,vali / vētaṉai / tuṉpam
5619,hypothesis,noun,b2,nan,கருதுகோள் / அனுமானம்,karutukōḷ / aṉumāṉam
5620,icon (computer graphic),noun,b2,nan,ஐகான் / படவுரு,aikāṉ / paṭavuru
5621,icon (person or symbol of status),noun,b2,nan,சின்னம் / அடையாளம் / முன்மாதிரி,ciṉṉam / aṭaiyāḷam / muṉmātiri
5622,"id (identification document, number)",noun,b2,nan,அடையாள அட்டை / அடையாள எண் / ஐடி,aṭaiyāḷa aṭṭai / aṭaiyāḷa eṇ / aiṭi
5623,ideal,noun,b2,nan,இலட்சியம் / குறிக்கோள் / உன்னதம்,ilaṭciyam / kuṟikkōḷ / uṉṉatam
5624,identical,adjective,b2,nan,ஒத்த / ஒரே மாதிரியான / அச்சு அசல்,otta / orē mātiriyāṉa / accu acal
5625,illusion,noun,b2,nan,மாயை / பிரமை / தோற்றம்,māyai / piramai / tōṟṟam
5626,illustration (example),noun,b2,nan,உதாரணம் / எடுத்துக்காட்டு,utāraṇam / eṭuttukkāṭṭu
5627,illustration (picture),noun,b2,nan,சித்திரம் / ஓவியம் / படம்,cittiram / ōviyam / paṭam
5628,"imagination (faculty, power)",noun,b2,nan,கற்பனை / மனத்திறன்,kaṟpaṉai / maṉattiṟaṉ
5629,immigration,noun,b2,nan,குடியேற்றம்,kuṭiyēṟṟam
5630,immune (exempt from responsibility),adjective,b2,nan,விலக்களிக்கப்பட்ட / விலக்கு பெற்ற,vilakkaḷikkappaṭṭa / vilakku peṟṟa
5631,impatient,adjective,b2,nan,பொறுமையற்ற / அவசரப்பட்ட,poṟumaiyaṟṟa / avacarappaṭṭa
5632,implication (consequence or ramification),noun,b2,nan,விளைவு / மறைமுகப் பொருள் / உட்கிடை,viḷaivu / maṟaimukap poruḷ / uṭkiṭai
5633,implication (involvement in a crime),noun,b2,nan,தொடர்பு / சம்பந்தம் / உடந்தை,toṭarpu / campantam / uṭantai
5634,import (significance),noun,b2,nan,முக்கியத்துவம் / பொருள்,mukkiyattuvam / poruḷ
5635,impressed,adjective,b2,nan,கவர்ந்த / ஈர்க்கப்பட்ட / வியந்த,kavarnta / īrkkappaṭṭa / viyanta
5636,"in addition (moreover, also)",adverb,b2,nan,மேலும் / அத்துடன் / கூடுதலாக,mēlum / attuṭaṉ / kūṭutalāka
5637,incentive (financial reward),noun,b2,nan,ஊக்கத்தொகை / சலுகை / ஊக்கம்,ūkkattokai / calukai / ūkkam
5638,incident,noun,b2,nan,சம்பவம் / நிகழ்வு / நிகழ்ச்சி,campavam / nikaḻvu / nikaḻcci
5639,income,noun,b2,nan,வருமானம் / ஈட்டம்,varumāṉam / īṭṭam
5640,"incorrect (improper, inappropriate)",adjective,b2,nan,தவறான / பொருத்தமற்ற / முறையற்ற,tavaṟāṉa / poruttamaṟṟa / muṟaiyaṟṟa
5641,increasingly,adverb,b2,nan,மேலும் மேலும் / அதிகரித்து / பெருகி,mēlum mēlum / atikarittu / peruki
5642,independence (self-reliance),noun,b2,nan,சுதந்திரம் / தற்சார்பு / விடுதலை,cutantiram / taṟcārpu / viṭutalai
5643,index (book listing),noun,b2,nan,பொருளடக்கம்,poruḷaṭakkam
5644,index (economic indicator),noun,b2,nan,குறியீடு / சுட்டெண்,kuṟiyīṭu / cuṭṭeṇ
5645,indication (medical necessity),noun,b2,nan,அறிகுறி / மருத்துவத் தேவை,aṟikuṟi / maruttuvat tēvai
5646,indication (sign or signal),noun,b2,nan,அடையாளம் / குறிப்பு / சைகை,aṭaiyāḷam / kuṟippu / caikai
5647,industrial,adjective,b2,nan,தொழில்துறை சார்ந்த / தொழில்துறை,toḻiltuṟai cārnta / toḻiltuṟai
5648,inevitable,adjective,b2,nan,தவிர்க்க முடியாத / உறுதியான / நிச்சயமான,tavirkka muṭiyāta / uṟutiyāṉa / niccayamāṉa
5649,inevitably,adverb,b2,nan,தவிர்க்க முடியாமல் / நிச்சயமாக / உறுதியாக,tavirkka muṭiyāmal / niccayamāka / uṟutiyāka
5650,infection,noun,b2,nan,தொற்று / நோய்த்தொற்று,toṟṟu / nōyttoṟṟu
5651,inferiority complex,noun,b2,nan,தாழ்வு மனப்பான்மை,tāḻvu maṉappāṉmai
5652,"inflation (physical expansion, swelling)",noun,b2,nan,வீக்கம் / உப்பல்,vīkkam / uppal
5653,info (casual abbreviation),noun,b2,nan,தகவல்,takaval
5654,information (formal),noun,b2,nan,தகவல் / செய்தி,takaval / ceyti
5655,infrastructure,noun,b2,nan,உள்கட்டமைப்பு,uḷkaṭṭamaippu
5656,ingredient (abstract component),noun,b2,nan,கூறு / அங்கம்,kūṟu / aṅkam
5657,inhabitant (native or indigenous),noun,b2,nan,பூர்வீகர் / மண்ணின் மைந்தர்,pūrvīkar / maṇṇiṉ maintar
5658,initial,adjective,b2,nan,முதல் / ஆரம்ப,mutal / ārampa
5659,initially (at first),adverb,b2,nan,முதலில் / ஆரம்பத்தில்,mutalil / ārampattil
5660,initiative (personal drive),noun,b2,nan,முனைப்பு,muṉaippu
5661,initiative (plan or project),noun,b2,nan,திட்டம் / முன்னெடுப்பு,tiṭṭam / muṉṉeṭuppu
5662,"inner (emotional, spiritual)",adjective,b2,nan,உள் / அக,uḷ / aka
5663,"inner (emotional, spiritual, internal)",adjective,b2,nan,உள் / அக,uḷ / aka
5664,"innovation (novelty, newness)",noun,b2,nan,புதுமை / புத்தாக்கம்,putumai / puttākkam
5665,innovative,adjective,b2,nan,புதுமையான / புத்தாக்கமான,putumaiyāṉa / puttākkamāṉa
5666,input (contribution or feedback),noun,b2,nan,பங்களிப்பு / கருத்து,paṅkaḷippu / karuttu
